transformer_id,transformer_name,feeder_id,cnc,substation_id,substation_name,age_years,load_factor,maintenance_score,oil_quality_index,temperature_rise_c,failure_within_1yr,pole_id,gps_lat,gps_lon,capacity_kva,installation_year,previous_failures,last_serviced_date,last_oil_replacement_date
T0291,Lenyenye Substation 2 TX-013,F404,Lenyenye,SS-LNY-02,Lenyenye Substation 2,3.9,0.712,0.407,0.433,49.0,0,POLE-LNY-00291,-23.94324,30.26796,100,2022,2,2026-02-08,2026-05-05
T0292,Xihoko Substation 3 TX-016,F134,Xihoko,SS-XHK-03,Xihoko Substation 3,35.0,0.485,0.41,0.406,70.8,0,POLE-XHK-00292,-23.72125,30.38124,50,1991,1,2026-02-03,2025-08-12
T0293,Politsi Substation 3 TX-013,F477,Politsi,SS-PLT-03,Politsi Substation 3,11.6,0.45,0.678,0.585,53.9,0,POLE-PLT-00293,-23.83743,30.07122,200,2014,0,2025-11-05,2025-06-05
T0294,Ga-Kgapane Substation 3 TX-009,F166,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,7.6,0.542,0.499,0.387,49.9,0,POLE-GKG-00294,-23.86067,30.3833,800,2018,0,2025-12-28,2026-05-20
T0295,Nkowankowa Substation 2 TX-012,F273,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,7.0,0.744,0.27,0.443,71.8,1,POLE-NKW-00295,-23.94105,30.24607,100,2019,1,2026-03-28,2025-04-02
T0296,Ga-Kgapane Substation 2 TX-011,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,3.0,0.867,0.497,0.608,51.3,0,POLE-GKG-00296,-23.83332,30.35479,200,2023,0,2026-03-01,2025-12-27
T0297,Modjadjiskloof Substation 2 TX-010,F425,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,13.6,0.378,0.336,0.534,53.0,1,POLE-MDK-00297,-23.78761,30.12823,500,2012,0,2026-06-17,2024-08-10
T0298,Xihoko Substation 1 TX-010,F220,Xihoko,SS-XHK-01,Xihoko Substation 1,8.9,0.939,0.709,0.717,67.5,0,POLE-XHK-00298,-23.77504,30.37492,2000,2017,1,2026-07-05,2025-11-15
T0299,Politsi Substation 2 TX-018,F143,Politsi,SS-PLT-02,Politsi Substation 2,21.1,0.668,0.423,0.424,63.9,1,POLE-PLT-00299,-23.84531,30.02308,1600,2005,1,2026-04-21,2025-03-04
T0300,Haenertsburg Substation 3 TX-012,F011,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,16.1,0.399,0.406,0.503,56.1,0,POLE-HBG-00300,-24.01203,29.92846,100,2010,0,2026-05-26,2024-03-20
T0301,Bolobedu Substation 3 TX-007,F182,Bolobedu,SS-BLB-03,Bolobedu Substation 3,8.6,0.545,0.812,0.672,49.4,0,POLE-BLB-00301,-24.00044,30.44233,200,2017,2,2026-05-14,2026-01-10
T0302,Lenyenye Substation 2 TX-014,F414,Lenyenye,SS-LNY-02,Lenyenye Substation 2,1.6,0.287,0.579,0.687,40.6,0,POLE-LNY-00302,-23.93648,30.26711,50,2024,3,2026-05-23,2026-06-23
T0303,Xihoko Substation 1 TX-011,F005,Xihoko,SS-XHK-01,Xihoko Substation 1,11.7,0.475,0.636,0.734,55.7,0,POLE-XHK-00303,-23.77922,30.36508,200,2014,0,2026-02-03,2026-04-14
T0304,Ga-Kgapane Substation 1 TX-015,F449,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,10.9,0.737,0.703,0.538,57.0,1,POLE-GKG-00304,-23.84085,30.2985,800,2015,2,2026-04-01,2025-10-25
T0305,Politsi Substation 1 TX-012,F272,Politsi,SS-PLT-01,Politsi Substation 1,1.2,0.827,0.177,0.215,47.8,1,POLE-PLT-00305,-23.80909,30.05943,500,2025,2,2026-05-09,2022-05-29
T0306,Ga-Kgapane Substation 2 TX-012,F071,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,14.9,0.275,0.844,0.73,47.7,0,POLE-GKG-00306,-23.84893,30.35199,315,2011,0,2026-04-08,2024-12-29
T0307,Bolobedu Substation 2 TX-012,F152,Bolobedu,SS-BLB-02,Bolobedu Substation 2,4.2,0.233,0.853,0.86,38.5,0,POLE-BLB-00307,-23.94968,30.37417,50,2022,0,2026-07-04,2026-04-11
T0308,Modjadjiskloof Substation 1 TX-012,F278,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,21.8,0.502,0.798,0.772,57.2,0,POLE-MDK-00308,-23.72581,30.12315,2000,2004,1,2026-05-18,2026-02-05
T0309,Tzaneen Substation 2 TX-013,F158,Tzaneen,SS-TZN-02,Tzaneen Substation 2,10.4,0.496,0.65,0.71,49.5,0,POLE-TZN-00309,-23.8068,30.20156,315,2016,1,2026-02-03,2025-08-06
T0310,Xihoko Substation 1 TX-012,F055,Xihoko,SS-XHK-01,Xihoko Substation 1,6.8,0.717,0.495,0.537,51.9,0,POLE-XHK-00310,-23.77438,30.36492,2000,2019,3,2026-07-15,2024-11-19
T0311,Haenertsburg Substation 3 TX-013,F333,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,12.9,0.235,0.773,0.644,46.1,0,POLE-HBG-00311,-24.0095,29.92891,1000,2013,1,2026-01-22,2026-05-31
T0312,Ga-Kgapane Substation 2 TX-013,F337,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,12.3,0.638,0.686,0.712,63.4,0,POLE-GKG-00312,-23.85225,30.36001,1600,2014,0,2026-05-28,2025-08-03
T0313,Lenyenye Substation 2 TX-015,F060,Lenyenye,SS-LNY-02,Lenyenye Substation 2,12.0,0.789,0.544,0.557,60.3,0,POLE-LNY-00313,-23.93738,30.25758,315,2014,0,2026-01-11,2025-10-27
T0314,Xihoko Substation 2 TX-012,F141,Xihoko,SS-XHK-02,Xihoko Substation 2,20.0,0.947,0.753,0.54,72.4,1,POLE-XHK-00314,-23.78478,30.30821,100,2006,2,2026-06-02,2026-06-08
T0315,Modjadjiskloof Substation 3 TX-009,F122,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,13.4,0.68,0.553,0.616,52.8,0,POLE-MDK-00315,-23.71004,30.12992,200,2013,2,2026-07-08,2026-01-26
T0316,Modjadjiskloof Substation 2 TX-011,F330,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,6.3,0.306,0.585,0.456,46.9,0,POLE-MDK-00316,-23.78687,30.12174,800,2020,1,2026-05-30,2026-01-29
T0317,Bolobedu Substation 1 TX-010,F366,Bolobedu,SS-BLB-01,Bolobedu Substation 1,9.1,0.414,0.904,0.813,40.9,0,POLE-BLB-00317,-23.95453,30.36784,800,2017,0,2026-03-03,2026-03-30
T0318,Haenertsburg Substation 3 TX-014,F364,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,27.1,0.381,0.74,0.558,67.0,0,POLE-HBG-00318,-24.00854,29.92728,50,1999,0,2026-04-28,2024-12-02
T0319,Haenertsburg Substation 2 TX-023,F470,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,5.8,0.573,0.401,0.533,44.7,0,POLE-HBG-00319,-23.98116,29.92165,1600,2020,0,2025-12-11,2025-08-04
T0320,Nkowankowa Substation 2 TX-013,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,14.7,0.904,0.325,0.545,66.8,1,POLE-NKW-00320,-23.95017,30.24353,50,2011,1,2026-05-01,2026-01-10
T0321,Tzaneen Substation 2 TX-014,F161,Tzaneen,SS-TZN-02,Tzaneen Substation 2,20.5,0.396,0.775,0.67,56.6,0,POLE-TZN-00321,-23.80574,30.19302,500,2006,0,2026-06-21,2026-03-06
T0322,Nkowankowa Substation 1 TX-014,F054,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,15.7,0.501,0.357,0.408,60.5,0,POLE-NKW-00322,-23.91541,30.24,100,2010,2,2025-12-13,2025-08-03
T0323,Xihoko Substation 1 TX-013,F308,Xihoko,SS-XHK-01,Xihoko Substation 1,11.7,0.117,0.826,0.761,30.2,0,POLE-XHK-00323,-23.78762,30.36417,100,2014,1,2026-05-19,2026-03-01
T0324,Politsi Substation 2 TX-019,F459,Politsi,SS-PLT-02,Politsi Substation 2,13.1,0.296,0.514,0.534,40.6,0,POLE-PLT-00324,-23.83114,30.01918,500,2013,1,2026-03-20,2025-05-10
T0325,Tzaneen Substation 1 TX-011,F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,16.4,0.408,0.25,0.423,57.8,0,POLE-TZN-00325,-23.82493,30.15721,200,2010,2,2026-02-05,2025-11-08
T0326,Tzaneen Substation 1 TX-012,F116,Tzaneen,SS-TZN-01,Tzaneen Substation 1,5.8,0.77,0.689,0.782,47.7,0,POLE-TZN-00326,-23.83021,30.17555,500,2020,1,2026-07-19,2026-06-30
T0327,Ga-Kgapane Substation 1 TX-016,F119,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,11.0,0.732,0.661,0.641,53.9,0,POLE-GKG-00327,-23.84008,30.30258,2000,2015,2,2026-03-07,2026-05-28
T0328,Bolobedu Substation 2 TX-013,F019,Bolobedu,SS-BLB-02,Bolobedu Substation 2,35.0,0.805,0.58,0.442,74.6,1,POLE-BLB-00328,-23.94628,30.37596,1000,1991,2,2026-06-24,2026-02-18
T0329,Ga-Kgapane Substation 2 TX-014,F071,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,15.0,0.373,0.803,0.746,44.5,0,POLE-GKG-00329,-23.84343,30.34757,200,2011,1,2026-07-17,2026-01-22
T0330,Modjadjiskloof Substation 1 TX-013,F278,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,12.0,0.712,0.155,0.235,58.5,1,POLE-MDK-00330,-23.71635,30.11872,500,2014,0,2026-04-30,2025-04-26
T0331,Ga-Kgapane Substation 3 TX-010,F274,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,8.4,0.613,0.703,0.564,54.4,0,POLE-GKG-00331,-23.87154,30.37296,315,2018,2,2026-05-18,2025-09-03
T0332,Ga-Kgapane Substation 2 TX-015,F186,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,5.8,0.636,0.678,0.612,43.0,0,POLE-GKG-00332,-23.84998,30.35021,200,2020,0,2025-12-16,2024-08-24
T0333,Bolobedu Substation 2 TX-014,F155,Bolobedu,SS-BLB-02,Bolobedu Substation 2,13.4,0.259,0.642,0.741,43.9,0,POLE-BLB-00333,-23.93885,30.37635,500,2013,0,2026-02-26,2026-07-17
T0334,Bolobedu Substation 3 TX-008,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,14.0,0.677,0.656,0.652,54.2,0,POLE-BLB-00334,-23.98995,30.44637,100,2012,1,2026-07-15,2026-07-17
T0335,Modjadjiskloof Substation 2 TX-012,F231,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,10.4,0.938,0.548,0.561,62.7,0,POLE-MDK-00335,-23.78057,30.1278,200,2016,1,2026-03-25,2026-06-02
T0336,Tzaneen Substation 3 TX-013,F405,Tzaneen,SS-TZN-03,Tzaneen Substation 3,35.0,0.394,0.4,0.509,78.4,0,POLE-TZN-00336,-23.83124,30.18674,800,1991,2,2026-04-10,2026-03-30
T0337,Politsi Substation 2 TX-020,F482,Politsi,SS-PLT-02,Politsi Substation 2,6.3,0.264,0.343,0.387,43.7,0,POLE-PLT-00337,-23.83347,30.0313,1000,2020,1,2026-06-08,2025-02-20
T0338,Ga-Kgapane Substation 3 TX-011,F159,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,5.1,0.978,0.712,0.639,61.1,0,POLE-GKG-00338,-23.87039,30.37568,1000,2021,1,2026-03-20,2025-10-15
T0339,Bolobedu Substation 2 TX-015,F102,Bolobedu,SS-BLB-02,Bolobedu Substation 2,8.5,0.687,0.438,0.387,60.3,1,POLE-BLB-00339,-23.9654,30.37761,2000,2018,0,2025-10-19,2026-05-22
T0340,Politsi Substation 3 TX-014,F477,Politsi,SS-PLT-03,Politsi Substation 3,10.7,0.745,0.286,0.444,63.6,1,POLE-PLT-00340,-23.83114,30.06839,100,2015,1,2026-03-21,2026-03-20
T0341,Tzaneen Substation 3 TX-014,F318,Tzaneen,SS-TZN-03,Tzaneen Substation 3,5.6,0.866,0.257,0.46,59.1,1,POLE-TZN-00341,-23.8321,30.20557,100,2020,1,2026-04-26,2026-03-14
T0342,Lenyenye Substation 2 TX-016,F146,Lenyenye,SS-LNY-02,Lenyenye Substation 2,13.1,0.82,0.35,0.317,73.4,1,POLE-LNY-00342,-23.94751,30.27077,800,2013,0,2026-03-22,2026-03-27
T0343,Lenyenye Substation 3 TX-005,F311,Lenyenye,SS-LNY-03,Lenyenye Substation 3,14.2,0.41,0.454,0.555,57.0,0,POLE-LNY-00343,-23.95059,30.30292,800,2012,0,2026-03-13,2026-01-22
T0344,Xihoko Substation 1 TX-014,F258,Xihoko,SS-XHK-01,Xihoko Substation 1,17.7,0.28,0.522,0.508,57.1,0,POLE-XHK-00344,-23.77885,30.36963,1600,2008,1,2025-07-31,2026-02-20
T0345,Lenyenye Substation 2 TX-017,F453,Lenyenye,SS-LNY-02,Lenyenye Substation 2,7.4,0.812,0.78,0.612,50.2,1,POLE-LNY-00345,-23.93105,30.2718,100,2019,0,2026-06-18,2026-02-25
T0346,Ga-Kgapane Substation 3 TX-012,F128,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,25.6,0.42,0.237,0.38,64.3,1,POLE-GKG-00346,-23.871,30.3813,200,2000,1,2026-05-17,2026-05-16
T0347,Bolobedu Substation 1 TX-011,F496,Bolobedu,SS-BLB-01,Bolobedu Substation 1,16.9,0.328,0.917,0.796,46.5,0,POLE-BLB-00347,-23.96047,30.35714,315,2009,0,2026-03-29,2025-11-03
T0348,Tzaneen Substation 2 TX-015,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,6.2,0.849,0.567,0.559,54.0,1,POLE-TZN-00348,-23.80332,30.20695,1600,2020,0,2026-05-24,2025-12-03
T0349,Nkowankowa Substation 3 TX-005,F091,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,5.6,0.343,0.8,0.836,38.7,0,POLE-NKW-00349,-23.91168,30.26855,100,2020,1,2026-07-22,2026-04-17
T0350,Xihoko Substation 1 TX-015,F083,Xihoko,SS-XHK-01,Xihoko Substation 1,8.9,0.473,0.611,0.512,52.3,0,POLE-XHK-00350,-23.77575,30.35661,2000,2017,3,2025-11-28,2026-05-06
T0351,Politsi Substation 2 TX-021,F267,Politsi,SS-PLT-02,Politsi Substation 2,14.2,0.852,0.835,0.627,64.2,0,POLE-PLT-00351,-23.82845,30.02797,50,2012,1,2026-01-30,2026-02-16
T0352,Xihoko Substation 2 TX-013,F023,Xihoko,SS-XHK-02,Xihoko Substation 2,15.6,0.216,0.755,0.612,54.0,0,POLE-XHK-00352,-23.79476,30.3084,2000,2010,2,2026-07-05,2026-06-22
T0353,Politsi Substation 3 TX-015,F150,Politsi,SS-PLT-03,Politsi Substation 3,16.9,0.919,0.538,0.649,69.4,0,POLE-PLT-00353,-23.83192,30.07262,1000,2009,1,2026-04-15,2025-10-14
T0354,Bolobedu Substation 1 TX-012,F218,Bolobedu,SS-BLB-01,Bolobedu Substation 1,35.0,0.217,0.575,0.715,60.4,1,POLE-BLB-00354,-23.95505,30.34659,100,1991,2,2026-07-13,2025-10-17
T0355,Bolobedu Substation 3 TX-009,F485,Bolobedu,SS-BLB-03,Bolobedu Substation 3,2.1,0.436,0.896,0.636,45.7,0,POLE-BLB-00355,-23.99519,30.44874,2000,2024,0,2026-04-02,2025-12-30
T0356,Politsi Substation 1 TX-013,F497,Politsi,SS-PLT-01,Politsi Substation 1,10.2,0.273,0.63,0.689,44.1,0,POLE-PLT-00356,-23.78683,30.07404,50,2016,2,2026-02-21,2024-11-08
T0357,Xihoko Substation 3 TX-017,F076,Xihoko,SS-XHK-03,Xihoko Substation 3,35.0,0.492,0.606,0.572,66.3,0,POLE-XHK-00357,-23.71447,30.36382,315,1991,2,2026-04-28,2025-08-24
T0358,Lenyenye Substation 3 TX-006,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,18.3,0.593,0.613,0.503,57.0,0,POLE-LNY-00358,-23.95421,30.29291,1000,2008,1,2026-01-14,2025-05-13
T0359,Bolobedu Substation 1 TX-013,F046,Bolobedu,SS-BLB-01,Bolobedu Substation 1,4.8,0.324,0.352,0.565,43.7,0,POLE-BLB-00359,-23.97221,30.34852,315,2021,2,2026-07-06,2025-09-07
T0360,Bolobedu Substation 3 TX-010,F375,Bolobedu,SS-BLB-03,Bolobedu Substation 3,12.7,0.511,0.391,0.533,57.0,1,POLE-BLB-00360,-23.98799,30.45613,315,2013,0,2026-03-15,2025-08-25
T0361,Modjadjiskloof Substation 1 TX-014,F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,9.8,0.337,0.93,0.874,51.3,0,POLE-MDK-00361,-23.72413,30.1091,200,2016,1,2026-07-23,2026-01-23
T0362,Lenyenye Substation 3 TX-007,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,9.5,0.53,0.39,0.53,53.1,0,POLE-LNY-00362,-23.96169,30.30396,100,2016,0,2026-06-11,2025-06-05
T0363,Bolobedu Substation 1 TX-014,F112,Bolobedu,SS-BLB-01,Bolobedu Substation 1,7.3,0.328,0.693,0.751,40.1,0,POLE-BLB-00363,-23.9661,30.35652,800,2019,0,2026-07-15,2026-01-05
T0364,Ga-Kgapane Substation 2 TX-016,F447,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,12.0,0.563,0.925,0.705,57.7,0,POLE-GKG-00364,-23.84031,30.3535,500,2014,0,2026-01-28,2026-05-14
T0365,Lenyenye Substation 1 TX-010,F058,Lenyenye,SS-LNY-01,Lenyenye Substation 1,22.6,0.311,0.372,0.489,47.6,1,POLE-LNY-00365,-23.96094,30.26071,1600,2003,0,2025-12-03,2025-04-09
T0366,Politsi Substation 1 TX-014,F260,Politsi,SS-PLT-01,Politsi Substation 1,7.9,0.555,0.772,0.612,57.1,0,POLE-PLT-00366,-23.79743,30.06592,500,2018,0,2026-07-20,2025-09-28
T0367,Ga-Kgapane Substation 1 TX-017,F235,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,17.0,0.3,0.646,0.552,45.7,0,POLE-GKG-00367,-23.84833,30.29422,500,2009,1,2026-04-08,2026-04-23
T0368,Tzaneen Substation 2 TX-016,F158,Tzaneen,SS-TZN-02,Tzaneen Substation 2,19.0,0.432,0.557,0.549,60.3,0,POLE-TZN-00368,-23.80772,30.19514,100,2007,4,2026-07-17,2025-12-21
T0369,Modjadjiskloof Substation 1 TX-015,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,25.5,0.616,0.564,0.507,63.3,0,POLE-MDK-00369,-23.71088,30.11605,200,2001,0,2026-02-20,2026-06-07
T0370,Xihoko Substation 1 TX-016,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,5.5,0.33,0.371,0.399,51.0,0,POLE-XHK-00370,-23.78063,30.37121,50,2021,1,2025-12-21,2024-09-17
T0371,Modjadjiskloof Substation 1 TX-016,F168,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,11.3,0.166,0.351,0.26,62.2,0,POLE-MDK-00371,-23.72249,30.12109,2000,2015,1,2026-01-16,2025-07-01
T0372,Bolobedu Substation 2 TX-016,F331,Bolobedu,SS-BLB-02,Bolobedu Substation 2,6.7,0.156,0.408,0.34,43.1,0,POLE-BLB-00372,-23.94597,30.36267,1600,2019,1,2026-03-11,2026-05-03
T0373,Xihoko Substation 1 TX-017,F206,Xihoko,SS-XHK-01,Xihoko Substation 1,12.0,0.625,0.375,0.364,55.4,1,POLE-XHK-00373,-23.77327,30.37253,200,2014,2,2026-04-21,2025-12-05
T0374,Modjadjiskloof Substation 2 TX-013,F187,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,11.9,0.738,0.605,0.432,62.0,0,POLE-MDK-00374,-23.76953,30.12781,500,2014,1,2026-04-09,2026-04-19
T0375,Haenertsburg Substation 1 TX-010,F444,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,4.4,0.856,0.19,0.237,70.8,0,POLE-HBG-00375,-23.94461,29.9606,800,2022,0,2026-06-01,2026-01-12
T0376,Xihoko Substation 2 TX-014,F048,Xihoko,SS-XHK-02,Xihoko Substation 2,12.5,0.734,0.6,0.626,59.3,1,POLE-XHK-00376,-23.80552,30.30254,200,2014,2,2026-04-02,2025-09-23
T0377,Xihoko Substation 3 TX-018,F369,Xihoko,SS-XHK-03,Xihoko Substation 3,35.0,0.488,0.763,0.792,63.7,1,POLE-XHK-00377,-23.71327,30.37834,100,1991,0,2026-05-31,2025-08-25
T0378,Modjadjiskloof Substation 3 TX-010,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,15.7,0.113,0.602,0.689,46.3,0,POLE-MDK-00378,-23.71542,30.12456,2000,2010,0,2026-07-14,2026-05-23
T0379,Xihoko Substation 2 TX-015,F190,Xihoko,SS-XHK-02,Xihoko Substation 2,3.6,0.297,0.343,0.443,41.7,0,POLE-XHK-00379,-23.79883,30.30379,315,2022,2,2026-06-15,2024-10-11
T0380,Nkowankowa Substation 1 TX-015,F132,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,5.2,0.595,0.964,0.722,50.1,0,POLE-NKW-00380,-23.90953,30.23136,1000,2021,2,2026-04-08,2025-05-26
T0381,Lenyenye Substation 1 TX-011,F003,Lenyenye,SS-LNY-01,Lenyenye Substation 1,10.9,0.34,0.824,0.772,44.2,0,POLE-LNY-00381,-23.95763,30.26697,800,2015,1,2026-07-16,2026-03-18
T0382,Tzaneen Substation 2 TX-017,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,5.3,0.639,0.424,0.465,61.5,1,POLE-TZN-00382,-23.80089,30.17844,315,2021,0,2026-03-28,2026-03-13
T0383,Xihoko Substation 3 TX-019,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,24.6,0.607,0.486,0.634,66.7,1,POLE-XHK-00383,-23.72323,30.36332,800,2001,0,2026-05-15,2025-07-27
T0384,Bolobedu Substation 1 TX-015,F121,Bolobedu,SS-BLB-01,Bolobedu Substation 1,3.2,0.639,0.262,0.339,49.3,0,POLE-BLB-00384,-23.95881,30.35981,200,2023,2,2026-06-13,2023-02-27
T0385,Nkowankowa Substation 1 TX-016,F016,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,15.7,0.439,0.786,0.692,51.2,0,POLE-NKW-00385,-23.89709,30.23927,200,2010,1,2026-02-15,2026-01-04
T0386,Bolobedu Substation 1 TX-016,F062,Bolobedu,SS-BLB-01,Bolobedu Substation 1,2.6,0.831,0.894,0.818,53.8,0,POLE-BLB-00386,-23.96047,30.35966,1000,2023,0,2026-02-20,2026-04-03
T0387,Tzaneen Substation 3 TX-015,F034,Tzaneen,SS-TZN-03,Tzaneen Substation 3,10.8,0.435,0.72,0.7,44.5,0,POLE-TZN-00387,-23.83198,30.18556,1000,2015,0,2026-07-12,2026-03-29
T0388,Tzaneen Substation 3 TX-016,F416,Tzaneen,SS-TZN-03,Tzaneen Substation 3,4.7,0.84,0.603,0.695,49.4,0,POLE-TZN-00388,-23.83289,30.18945,1000,2021,1,2026-04-14,2026-07-17
T0389,Lenyenye Substation 3 TX-008,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,17.7,0.314,0.28,0.408,53.9,0,POLE-LNY-00389,-23.95613,30.30337,1000,2008,2,2026-04-19,2026-03-23
T0390,Nkowankowa Substation 2 TX-014,F077,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,22.0,0.813,0.872,0.784,64.7,0,POLE-NKW-00390,-23.93787,30.25896,1600,2004,2,2026-05-16,2026-07-17
T0391,Modjadjiskloof Substation 3 TX-011,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,14.1,0.619,0.759,0.592,62.6,1,POLE-MDK-00391,-23.70623,30.12638,200,2012,0,2025-06-27,2025-05-17
T0392,Xihoko Substation 2 TX-016,F090,Xihoko,SS-XHK-02,Xihoko Substation 2,22.7,0.309,0.591,0.671,55.5,0,POLE-XHK-00392,-23.79488,30.29764,50,2003,4,2026-05-22,2025-03-25
T0393,Nkowankowa Substation 2 TX-015,F184,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,0.8,0.184,0.226,0.335,56.8,0,POLE-NKW-00393,-23.94511,30.24675,200,2025,2,2026-05-26,2026-01-09
T0394,Modjadjiskloof Substation 1 TX-017,F300,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,12.4,0.729,0.218,0.484,57.4,0,POLE-MDK-00394,-23.71737,30.12181,800,2014,1,2026-03-31,2025-12-09
T0395,Lenyenye Substation 1 TX-012,F360,Lenyenye,SS-LNY-01,Lenyenye Substation 1,15.6,0.426,0.865,0.784,54.3,0,POLE-LNY-00395,-23.9663,30.28322,800,2010,1,2026-04-30,2026-05-02
T0396,Xihoko Substation 1 TX-018,F438,Xihoko,SS-XHK-01,Xihoko Substation 1,17.0,0.46,0.698,0.558,50.7,1,POLE-XHK-00396,-23.77332,30.36903,200,2009,2,2026-06-01,2026-03-31
T0397,Xihoko Substation 2 TX-017,F023,Xihoko,SS-XHK-02,Xihoko Substation 2,15.0,0.586,0.561,0.433,68.1,0,POLE-XHK-00397,-23.78882,30.29579,1600,2011,1,2025-04-21,2025-11-21
T0398,Xihoko Substation 2 TX-018,F099,Xihoko,SS-XHK-02,Xihoko Substation 2,17.2,0.415,0.607,0.645,60.6,0,POLE-XHK-00398,-23.79269,30.29608,2000,2009,0,2026-06-16,2025-11-05
T0399,Xihoko Substation 2 TX-019,F141,Xihoko,SS-XHK-02,Xihoko Substation 2,12.3,0.791,0.49,0.559,64.2,0,POLE-XHK-00399,-23.79824,30.29964,100,2014,0,2026-02-06,2024-07-15
T0400,Politsi Substation 1 TX-015,F156,Politsi,SS-PLT-01,Politsi Substation 1,3.7,0.585,0.51,0.611,41.4,0,POLE-PLT-00400,-23.79713,30.06644,50,2022,2,2025-10-21,2026-06-09
T0401,Modjadjiskloof Substation 1 TX-018,F500,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,7.3,0.85,0.316,0.416,65.1,1,POLE-MDK-00401,-23.73076,30.11535,1000,2019,0,2026-07-24,2025-12-11
T0402,Bolobedu Substation 3 TX-011,F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,24.7,0.325,0.628,0.755,50.3,0,POLE-BLB-00402,-23.99217,30.45435,500,2001,1,2026-03-23,2025-12-15
T0403,Tzaneen Substation 2 TX-018,F161,Tzaneen,SS-TZN-02,Tzaneen Substation 2,22.9,0.491,0.711,0.74,59.5,0,POLE-TZN-00403,-23.80222,30.18974,1000,2003,0,2026-06-19,2026-02-28
T0404,Haenertsburg Substation 1 TX-011,F486,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,15.4,0.483,0.284,0.532,49.0,1,POLE-HBG-00404,-23.95132,29.96589,1000,2011,1,2026-06-13,2025-08-06
T0405,Politsi Substation 3 TX-016,F250,Politsi,SS-PLT-03,Politsi Substation 3,17.9,0.257,0.092,0.239,59.5,0,POLE-PLT-00405,-23.81489,30.0717,50,2008,0,2026-03-28,2024-11-10
T0406,Tzaneen Substation 2 TX-019,F251,Tzaneen,SS-TZN-02,Tzaneen Substation 2,21.2,0.825,0.762,0.748,61.6,0,POLE-TZN-00406,-23.80961,30.19169,1000,2005,0,2026-01-05,2026-02-27
T0407,Politsi Substation 1 TX-016,F217,Politsi,SS-PLT-01,Politsi Substation 1,15.3,0.56,0.618,0.594,52.9,0,POLE-PLT-00407,-23.80155,30.04768,100,2011,2,2026-01-30,2026-01-06
