meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,meter_reversal_events_6mo,zero_consumption_days_90d,tamper_alarm_count,confirmed_incidents_nearby_12mo,feeder_id,cnc,substation_id,substation_name,meter_lat,meter_lon,is_theft
M02134,74.6,75.7,78.5,0.088,0.176,0.127,0,0,0,0,F072,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82339,30.18639,0
M02135,104.3,108.9,104.8,0.056,0.171,0.18,0,0,0,3,F136,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.83315,30.1652,0
M02136,77.4,146.2,77.4,0.119,0.579,0.18,2,2,0,3,F082,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72046,30.122,1
M02137,61.7,68.5,54.5,0.379,0.53,0.081,0,2,0,3,F172,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79057,30.30712,1
M02138,158.8,139.1,151.4,0.0,0.0,0.02,0,0,0,0,F056,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.83935,30.35411,0
M02139,150.2,153.0,153.6,0.0,0.087,0.072,0,0,0,2,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94433,30.25038,0
M02140,171.5,130.6,159.0,0.0,0.128,0.15,0,0,0,4,F437,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92619,30.27768,0
M02141,89.7,82.6,107.1,0.065,0.214,0.055,0,0,0,0,F162,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95309,29.95572,0
M02142,70.8,94.0,65.3,0.142,0.341,0.098,1,3,2,5,F309,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96569,30.35719,1
M02143,91.8,90.1,96.3,0.0,0.224,0.286,0,0,0,4,F003,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.9563,30.27078,0
M02144,83.9,89.6,89.3,0.054,0.234,0.117,0,1,0,0,F484,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95139,30.36403,0
M02145,63.9,61.6,61.5,0.165,0.525,0.148,0,1,0,6,F039,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.7818,30.12635,0
M02146,169.4,163.6,163.1,0.057,0.232,0.061,0,0,0,1,F196,Politsi,SS-PLT-02,Politsi Substation 2,-23.84397,30.02852,0
M02147,73.3,64.4,77.8,0.132,0.212,0.135,0,1,0,2,F256,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94783,29.96008,0
M02148,155.2,147.5,143.8,0.0,0.199,0.057,0,1,0,0,F458,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.93393,30.25907,0
M02149,179.1,186.2,181.6,0.046,0.326,0.053,0,2,0,1,F237,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00972,29.9281,0
M02150,134.5,129.0,133.6,0.0,0.192,0.031,0,1,0,1,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85614,30.37694,0
M02151,97.7,91.4,94.7,0.143,0.187,0.042,0,1,0,1,F129,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79647,30.30394,0
M02152,80.7,88.8,65.3,0.068,0.321,0.11,0,0,0,1,F113,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92454,30.26686,0
M02153,144.9,123.2,143.6,0.082,0.145,0.079,0,0,0,1,F039,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77992,30.13586,0
M02154,81.7,87.5,65.7,0.015,0.268,0.221,0,0,0,3,F382,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.80504,30.30862,0
M02155,141.5,137.1,142.2,0.007,0.233,0.091,0,1,0,0,F011,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00094,29.93437,0
M02156,69.7,69.0,73.2,0.022,0.196,0.163,0,0,0,0,F275,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82904,30.19145,0
M02157,135.8,128.2,146.4,0.125,0.1,0.058,0,1,0,1,F121,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96947,30.34921,0
M02158,95.1,89.3,87.8,0.05,0.012,0.148,0,0,0,6,F479,Politsi,SS-PLT-02,Politsi Substation 2,-23.84105,30.04142,0
M02159,93.7,84.5,85.2,0.199,0.099,0.148,0,0,0,1,F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82255,30.16159,0
M02160,168.3,174.2,166.4,0.027,0.297,0.12,0,2,0,4,F237,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00113,29.92517,0
M02161,66.2,72.0,56.4,0.0,0.222,0.194,0,0,0,5,F016,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89916,30.23946,0
M02162,83.3,143.6,85.5,0.702,0.654,0.23,0,7,1,7,F066,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84618,30.30108,1
M02163,79.6,66.8,83.5,0.0,0.167,0.263,0,0,0,4,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86164,30.36947,0
M02164,89.6,90.5,80.2,0.0,0.221,0.082,0,0,0,3,F041,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00019,29.92573,0
M02165,138.4,133.2,146.0,0.01,0.3,0.08,0,0,0,0,F269,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78702,30.37403,0
M02166,53.8,111.1,40.0,0.455,0.5,0.142,1,5,0,1,F058,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.9697,30.25843,1
M02167,51.5,99.2,36.5,0.347,0.576,0.113,0,2,1,6,F143,Politsi,SS-PLT-02,Politsi Substation 2,-23.83276,30.03571,1
M02168,92.3,115.0,96.2,0.089,0.191,0.113,0,0,0,3,F315,Politsi,SS-PLT-03,Politsi Substation 3,-23.82542,30.07197,0
M02169,251.6,218.0,240.4,0.099,0.46,0.105,0,0,0,1,F214,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94138,29.96034,0
M02170,125.4,107.7,126.8,0.022,0.099,0.073,1,1,0,2,F355,Politsi,SS-PLT-01,Politsi Substation 1,-23.79623,30.05229,0
M02171,102.7,119.6,103.0,0.0,0.264,0.089,1,0,0,1,F021,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.71147,30.11848,0
M02172,94.0,80.1,90.5,0.087,0.301,0.043,0,0,0,2,F449,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.844,30.30549,0
M02173,135.4,132.8,134.8,0.0,0.186,0.146,1,0,0,2,F126,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96555,30.3546,0
M02174,218.7,249.8,215.1,0.002,0.243,0.028,0,0,0,0,F334,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.91057,30.24873,0
M02175,110.6,111.2,104.3,0.126,0.352,0.076,0,0,0,2,F345,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94898,30.25815,0
M02176,121.3,131.1,133.9,0.109,0.061,0.065,0,0,0,1,F269,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.7749,30.36555,0
M02177,146.8,172.3,146.7,0.145,0.296,0.184,0,1,0,5,F499,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95815,30.369,0
M02178,157.3,220.4,145.4,0.002,0.49,0.166,2,6,1,3,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.97335,30.45258,1
M02179,132.6,112.4,133.3,0.071,0.298,0.216,0,0,0,3,F345,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.93842,30.24451,0
M02180,166.1,143.5,174.0,0.059,0.132,0.049,0,1,0,2,F147,Politsi,SS-PLT-01,Politsi Substation 1,-23.79023,30.07031,0
M02181,101.3,107.2,90.6,0.0,0.229,0.045,0,0,0,1,F255,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.70812,30.12062,0
M02182,45.6,41.8,47.5,0.041,0.09,0.225,0,0,0,7,F345,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94715,30.25055,0
M02183,46.5,93.3,51.6,0.495,0.311,0.157,0,1,0,4,F128,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85911,30.37639,1
M02184,137.3,121.2,137.5,0.137,0.15,0.331,0,0,0,9,F037,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95335,29.96404,0
M02185,113.0,125.2,111.4,0.067,0.25,0.078,0,1,0,2,F265,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96082,30.26613,0
M02186,210.0,188.8,202.0,0.0,0.096,0.02,0,1,0,0,F213,Politsi,SS-PLT-03,Politsi Substation 3,-23.82416,30.06741,0
M02187,109.9,124.7,111.4,0.142,0.246,0.069,0,0,0,0,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.70837,30.36172,0
M02188,84.2,88.7,80.3,0.081,0.225,0.096,0,0,0,3,F397,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00673,29.94229,0
M02189,139.8,161.1,148.6,0.069,0.226,0.112,0,1,0,0,F366,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96268,30.34484,0
M02190,153.7,144.3,166.6,0.0,0.307,0.052,0,0,0,1,F015,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86693,30.37159,0
M02191,108.0,113.0,120.3,0.043,0.061,0.14,0,1,0,8,F445,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98486,30.44806,0
M02192,85.9,93.5,82.4,0.147,0.297,0.116,0,2,0,1,F394,Politsi,SS-PLT-02,Politsi Substation 2,-23.837,30.02079,0
M02193,114.9,108.4,112.6,0.032,0.008,0.064,0,0,0,1,F347,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71165,30.12548,0
M02194,68.3,145.8,70.0,0.277,0.416,0.098,1,5,1,0,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71191,30.1242,1
M02195,177.6,134.2,181.1,0.138,0.237,0.125,0,1,0,1,F145,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.94724,30.25704,0
M02196,119.9,119.9,117.4,0.006,0.228,0.145,0,0,0,5,F471,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84195,30.30292,0
M02197,97.6,94.8,97.6,0.0,0.187,0.168,1,0,0,1,F311,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.9634,30.31899,0
M02198,93.3,100.9,100.2,0.0,0.18,0.08,0,1,0,0,F454,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78605,30.37271,0
M02199,153.6,135.9,156.7,0.085,0.322,0.152,0,0,0,4,F459,Politsi,SS-PLT-02,Politsi Substation 2,-23.8442,30.03845,0
M02200,137.5,124.6,146.7,0.052,0.14,0.205,0,0,0,2,F037,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94806,29.95956,0
M02201,52.0,46.3,36.8,0.145,0.099,0.187,0,0,0,4,F084,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.82645,30.3051,0
M02202,181.5,154.9,177.8,0.0,0.074,0.042,0,0,1,1,F254,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.18597,0
M02203,68.8,69.9,71.0,0.109,0.313,0.087,0,0,0,1,F060,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.94958,30.25557,0
M02204,195.6,178.9,206.2,0.038,0.277,0.035,0,0,0,0,F100,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00537,29.92939,0
M02205,83.8,85.3,81.1,0.053,0.33,0.05,0,0,0,2,F203,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.95004,30.24458,0
M02206,70.6,68.5,66.9,0.0,0.388,0.193,0,0,0,6,F425,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.78241,30.1325,0
M02207,243.3,206.9,244.9,0.103,0.448,0.048,0,1,1,0,F126,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96327,30.35274,0
M02208,268.3,246.8,269.9,0.015,0.098,0.099,0,2,0,1,F487,Politsi,SS-PLT-02,Politsi Substation 2,-23.83222,30.01851,0
M02209,76.6,91.4,72.4,0.131,0.186,0.091,0,0,0,1,F057,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72372,30.12623,0
M02210,161.7,144.0,157.8,0.035,0.081,0.097,0,0,0,1,F165,Politsi,SS-PLT-03,Politsi Substation 3,-23.82889,30.07914,0
M02211,72.4,75.3,94.8,0.0,0.179,0.146,0,0,0,3,F141,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79157,30.299,0
M02212,206.5,209.9,202.5,0.032,0.358,0.102,0,0,0,4,F171,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98634,30.44737,0
M02213,106.1,103.0,107.9,0.062,0.192,0.077,1,1,0,1,F185,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.80381,30.30879,0
M02214,120.4,104.0,119.4,0.001,0.272,0.126,0,1,0,2,F371,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77674,30.12429,0
M02215,57.5,59.9,47.1,0.081,0.116,0.106,1,0,0,0,F242,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84829,30.35406,0
M02216,155.4,161.8,150.4,0.006,0.0,0.126,0,0,0,1,F169,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96561,30.27634,0
M02217,56.9,58.8,56.6,0.074,0.14,0.042,0,2,0,0,F014,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.78597,30.1259,0
M02218,65.8,56.4,63.7,0.057,0.255,0.039,0,0,0,0,F022,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80462,30.19637,0
M02219,136.9,122.7,143.7,0.247,0.192,0.034,0,0,0,2,F500,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.71879,30.13145,0
M02220,95.6,108.5,100.9,0.0,0.12,0.087,0,0,0,1,F064,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97609,29.92515,0
M02221,197.1,199.3,201.5,0.105,0.197,0.137,0,0,0,1,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.95129,30.25845,0
M02222,164.7,156.6,163.3,0.093,0.244,0.273,0,0,0,3,F278,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72582,30.12455,0
M02223,107.1,96.5,110.2,0.095,0.156,0.052,0,1,1,0,F079,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89699,30.24107,0
M02224,104.4,119.4,113.9,0.039,0.338,0.075,0,0,0,2,F172,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.78576,30.31429,0
M02225,78.0,95.0,82.1,0.159,0.234,0.044,0,1,0,5,F435,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.93906,30.2547,0
M02226,89.1,98.4,86.6,0.023,0.238,0.02,0,0,0,0,F213,Politsi,SS-PLT-03,Politsi Substation 3,-23.8329,30.06627,0
M02227,79.0,80.8,70.0,0.147,0.141,0.035,0,1,0,2,F316,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83613,30.18972,0
M02228,125.2,128.9,136.5,0.036,0.251,0.219,0,0,0,2,F444,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94732,29.96505,0
M02229,161.6,148.6,176.1,0.159,0.165,0.095,0,1,0,2,F435,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.93152,30.2556,0
M02230,165.4,163.2,173.3,0.0,0.207,0.074,0,0,0,2,F030,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72722,30.12091,0
M02231,129.4,117.7,122.2,0.103,0.059,0.13,0,0,0,4,F302,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95746,29.9582,0
M02232,117.9,140.6,111.6,0.045,0.202,0.033,0,0,0,1,F102,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95003,30.37501,0
M02233,102.7,105.9,92.4,0.083,0.128,0.119,0,0,0,1,F285,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.78241,30.12905,0
M02234,173.0,167.1,178.2,0.035,0.13,0.045,0,0,0,4,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71104,30.12864,0
M02235,98.7,82.9,87.8,0.132,0.331,0.062,0,0,0,0,F044,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98948,30.46011,0
M02236,121.7,146.1,136.0,0.045,0.363,0.069,0,2,0,2,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.70349,30.12038,0
M02237,235.4,200.8,243.6,0.112,0.243,0.02,0,0,0,0,F199,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86542,30.37656,0
M02238,95.3,124.2,105.1,0.336,0.512,0.072,1,5,1,2,F330,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77597,30.13866,1
M02239,40.3,36.8,37.7,0.058,0.073,0.082,1,0,0,0,F482,Politsi,SS-PLT-02,Politsi Substation 2,-23.83367,30.03755,0
M02240,83.1,79.1,75.0,0.105,0.341,0.165,0,0,0,1,F337,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.83702,30.35533,0
M02241,151.3,160.6,157.2,0.031,0.271,0.143,0,1,0,4,F324,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.96152,30.36635,0
M02242,273.4,292.1,259.9,0.041,0.144,0.094,0,0,0,2,F080,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83213,30.29669,0
M02243,102.3,107.9,100.1,0.019,0.231,0.086,0,0,0,2,F020,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00809,29.92931,0
M02244,66.0,54.0,77.1,0.023,0.044,0.091,0,0,0,1,F477,Politsi,SS-PLT-03,Politsi Substation 3,-23.83275,30.06995,0
M02245,45.3,54.0,62.6,0.079,0.298,0.034,0,0,0,1,F072,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.8311,30.18735,0
M02246,186.8,178.5,188.6,0.124,0.228,0.066,0,0,0,3,F357,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92085,30.26893,0
M02247,117.8,103.0,120.0,0.034,0.038,0.073,0,0,0,2,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.71862,30.12015,0
M02248,99.9,97.0,89.3,0.0,0.164,0.146,1,1,0,2,F022,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.81862,30.18817,0
M02249,163.8,166.3,164.3,0.01,0.303,0.065,0,0,0,1,F468,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.96835,29.93506,0
M02250,124.9,157.2,130.6,0.056,0.245,0.028,0,0,0,0,F492,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85924,30.38829,0
M02251,138.0,142.2,137.5,0.08,0.277,0.203,1,1,0,6,F111,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.95585,30.34863,0
M02252,210.0,182.8,209.0,0.083,0.281,0.19,0,0,0,6,F224,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83699,30.31129,0
M02253,138.8,150.8,141.0,0.049,0.246,0.145,0,0,1,3,F404,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.9443,30.26915,0
M02254,147.1,183.1,144.5,0.083,0.311,0.098,0,0,0,3,F297,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82432,30.16135,0
M02255,69.8,72.6,70.7,0.041,0.18,0.066,0,0,0,1,F272,Politsi,SS-PLT-01,Politsi Substation 1,-23.80123,30.05602,1
M02256,50.3,73.6,51.6,0.314,0.502,0.027,3,2,0,1,F166,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.8556,30.37948,1
M02257,83.0,82.6,92.1,0.0,0.379,0.176,1,1,0,3,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.71142,30.12194,0
M02258,28.5,23.7,34.7,0.068,0.211,0.09,0,1,1,1,F054,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89996,30.24417,0
M02259,61.4,63.0,65.8,0.083,0.115,0.071,1,0,0,0,F359,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.7249,30.38165,0
M02260,186.3,179.2,195.0,0.013,0.306,0.049,0,1,0,1,F094,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95884,30.30816,0
M02261,105.4,122.9,104.1,0.108,0.241,0.106,0,0,0,2,F116,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.81711,30.16265,0
M02262,42.0,43.7,38.0,0.0,0.203,0.177,0,0,0,3,F281,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.8528,30.35744,0
M02263,110.9,119.9,108.2,0.039,0.31,0.117,0,0,0,0,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82286,30.19457,0
M02264,57.0,62.3,71.9,0.14,0.155,0.138,0,0,0,1,F340,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92244,30.2653,0
M02265,170.8,185.3,169.9,0.005,0.154,0.072,0,0,0,1,F084,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83725,30.30463,0
M02266,224.1,223.5,232.9,0.09,0.0,0.038,0,1,0,0,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78294,30.37744,0
M02267,255.6,227.9,276.1,0.053,0.132,0.093,0,1,0,4,F064,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98294,29.94584,0
M02268,107.3,124.3,106.2,0.11,0.244,0.178,0,0,0,0,F215,Politsi,SS-PLT-03,Politsi Substation 3,-23.83066,30.07235,0
M02269,117.4,124.1,109.3,0.025,0.248,0.057,0,0,0,1,F019,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.94656,30.37197,0
M02270,165.4,179.6,175.8,0.157,0.399,0.115,0,0,0,3,F383,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.95822,30.25192,0
M02271,48.3,105.4,48.8,0.097,0.591,0.02,0,3,1,2,F351,Politsi,SS-PLT-02,Politsi Substation 2,-23.83596,30.03262,1
M02272,22.5,53.3,18.4,0.11,0.44,0.095,2,4,1,2,F196,Politsi,SS-PLT-02,Politsi Substation 2,-23.82607,30.03138,0
M02273,107.9,105.3,118.8,0.059,0.38,0.109,0,1,0,5,F447,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84251,30.35745,0
M02274,67.3,68.0,79.0,0.06,0.094,0.098,0,1,0,1,F085,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96122,30.35478,0
M02275,136.2,129.5,145.2,0.038,0.187,0.138,1,0,0,4,F006,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77577,30.11802,0
M02276,70.8,57.9,78.4,0.004,0.333,0.085,0,0,0,1,F218,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.95872,30.35051,0
M02277,85.0,94.0,79.2,0.0,0.139,0.131,0,1,0,2,F094,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.94729,30.30505,0
M02278,241.1,234.6,248.6,0.071,0.237,0.053,0,0,0,2,F421,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94939,29.95199,0
M02279,148.4,147.6,155.0,0.139,0.218,0.11,0,0,0,1,F139,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.83255,30.16382,0
M02280,145.2,142.6,144.2,0.076,0.162,0.109,0,0,0,2,F137,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82421,30.16169,0
M02281,49.5,42.7,63.5,0.08,0.311,0.129,0,0,0,4,F011,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00282,29.9276,0
M02282,201.9,197.3,194.0,0.0,0.14,0.35,0,0,0,10,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.73018,30.35887,0
M02283,153.0,144.2,140.8,0.076,0.116,0.064,0,0,0,1,F029,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.94987,30.30616,0
M02284,83.1,110.2,82.0,0.303,0.373,0.106,0,4,1,3,F344,Politsi,SS-PLT-02,Politsi Substation 2,-23.83253,30.02486,1
M02285,84.6,139.0,89.5,0.49,0.83,0.099,1,6,0,3,F281,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84188,30.3599,1
M02286,85.3,89.3,85.6,0.054,0.276,0.113,1,0,0,2,F493,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.97617,30.44048,1
M02287,98.5,97.9,83.7,0.208,0.194,0.065,0,0,0,0,F424,Politsi,SS-PLT-03,Politsi Substation 3,-23.82782,30.06908,0
M02288,183.0,183.6,177.2,0.016,0.137,0.102,0,0,0,5,F487,Politsi,SS-PLT-02,Politsi Substation 2,-23.835,30.02959,0
M02289,112.0,143.3,124.2,0.065,0.208,0.109,0,0,0,0,F251,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80843,30.18981,0
M02290,177.0,153.5,176.5,0.035,0.134,0.047,0,1,0,4,F462,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99709,30.44783,0
M02291,103.5,128.7,98.5,0.058,0.241,0.037,0,0,0,0,F194,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.83278,30.16046,0
M02292,169.4,174.5,170.2,0.014,0.115,0.02,0,1,0,1,F011,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00155,29.92527,0
M02293,100.2,95.1,97.0,0.067,0.044,0.085,0,0,0,3,F191,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.18905,0
M02294,90.0,80.5,90.5,0.085,0.395,0.03,0,0,0,0,F060,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.94763,30.25527,0
M02295,101.7,106.4,98.0,0.031,0.187,0.124,0,1,0,4,F419,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94675,29.95883,0
M02296,220.5,195.9,213.4,0.084,0.384,0.033,1,0,0,2,F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.8647,30.37315,0
M02297,100.9,99.3,90.3,0.056,0.066,0.102,1,1,0,2,F338,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82971,30.16905,0
M02298,166.7,139.4,152.9,0.0,0.104,0.164,0,0,0,2,F478,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.94244,30.2689,0
M02299,72.5,64.1,81.6,0.0,0.138,0.067,0,0,0,0,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82969,30.19193,0
M02300,74.4,84.1,83.2,0.09,0.365,0.119,0,0,0,3,F159,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86183,30.38107,0
M02301,110.9,111.0,110.9,0.12,0.316,0.06,0,0,0,2,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00538,29.92854,0
M02302,125.9,141.1,120.0,0.106,0.251,0.032,0,1,0,0,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90247,30.24712,0
M02303,102.0,96.3,102.4,0.095,0.24,0.158,0,0,0,3,F302,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95199,29.95413,0
