feeder_id,cnc,substation_id,substation_name,substation_lat,substation_lon,feeder_age_years,vegetation_encroachment_score,protection_equipment_age,peak_load_pct,load_growth_rate,historical_outage_count_1yr,outage_within_7_days
F206,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,37.0,0.344,4.5,0.744,0.037,0,1
F207,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,12.7,0.261,3.5,0.917,0.02,2,0
F208,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,16.0,0.192,19.1,0.61,0.05,6,1
F209,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,27.4,0.509,5.7,0.599,0.04,2,1
F210,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,1.2,0.329,1.4,0.523,0.062,0,0
F211,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,18.9,0.123,4.3,0.46,0.033,0,0
F212,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,16.0,0.559,6.4,0.307,0.069,1,0
F213,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,24.8,0.276,19.0,0.665,0.007,0,1
F214,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,15.8,0.164,12.3,0.186,0.055,1,0
F215,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,13.7,0.333,7.3,0.812,0.056,2,1
F216,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,26.3,0.648,18.2,0.209,0.035,2,1
F217,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,16.7,0.144,8.9,0.415,0.081,1,0
F218,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,27.4,0.125,5.9,0.526,0.067,1,0
F219,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,12.9,0.124,22.5,0.549,0.064,1,0
F220,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,11.6,0.467,10.8,0.655,0.026,0,0
F221,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,40.0,0.324,15.4,0.528,0.036,0,0
F222,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,5.7,0.18,4.2,0.273,0.086,0,0
F223,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,28.0,0.517,4.5,0.63,0.031,0,0
F224,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,24.6,0.516,25.5,0.577,0.023,0,1
F225,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,8.4,0.507,11.7,0.65,0.047,2,0
F226,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,33.4,0.236,16.8,0.406,0.046,2,1
F227,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,35.3,0.261,9.3,0.438,0.062,0,0
F228,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,8.8,0.496,3.3,0.914,0.067,0,0
F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,5.1,0.322,8.1,0.316,0.098,1,0
F230,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,4.6,0.115,8.5,0.788,0.023,1,0
F231,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,12.1,0.26,15.9,0.204,0.061,2,1
F232,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,10.7,0.443,5.3,0.609,0.045,3,0
F233,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,12.3,0.108,11.7,0.743,0.072,5,1
F234,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,17.3,0.246,2.5,0.336,0.016,0,0
F235,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,10.5,0.14,6.2,0.604,0.032,0,0
F236,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,19.5,0.16,3.3,0.796,0.026,3,0
F237,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,38.3,0.217,11.1,0.869,0.028,2,1
F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,40.0,0.159,24.9,0.303,0.031,3,0
F239,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,28.1,0.604,7.9,0.886,0.022,3,0
F240,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,8.7,0.246,11.8,0.802,0.07,2,0
F241,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,10.2,0.088,9.1,0.56,0.087,0,0
F242,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,9.6,0.177,7.0,0.729,0.094,1,0
F243,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,9.8,0.059,27.5,0.594,0.082,1,0
F244,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,19.0,0.397,11.0,0.412,0.028,0,0
F245,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,12.9,0.19,4.7,0.588,0.064,5,0
F246,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,14.2,0.055,6.4,0.726,0.06,0,0
F247,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,4.8,0.26,19.5,0.86,0.05,1,0
F248,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,26.8,0.563,0.8,0.803,0.046,0,0
F249,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,10.4,0.277,1.8,0.438,0.071,0,0
F250,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,18.5,0.391,17.5,0.775,0.053,1,0
F251,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,10.6,0.629,23.6,0.359,0.036,0,0
F252,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,23.3,0.446,2.3,0.716,0.01,0,0
F253,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,20.6,0.414,8.6,0.545,0.023,1,0
F254,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,6.0,0.394,18.2,0.513,0.063,1,0
F255,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,13.0,0.217,10.4,0.818,0.057,2,0
F256,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,19.1,0.215,17.9,0.761,0.0,1,0
F257,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,15.7,0.167,20.2,0.766,0.038,4,1
F258,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,9.2,0.252,16.2,0.566,0.033,2,0
F259,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,26.8,0.153,0.3,0.571,0.041,0,0
F260,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,23.8,0.46,7.7,0.16,0.046,3,0
F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,7.1,0.407,2.1,0.75,0.013,1,0
F262,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,11.4,0.578,2.6,0.735,0.066,1,0
F263,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,7.3,0.413,9.2,0.5,0.037,1,0
F264,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,16.8,0.145,10.0,0.724,0.074,2,0
F265,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,30.1,0.073,10.5,0.186,0.046,2,1
F266,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,10.5,0.273,20.4,0.54,0.049,2,0
F267,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,26.1,0.256,12.7,0.434,0.048,1,0
F268,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,18.2,0.184,0.2,0.173,0.037,0,0
F269,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,6.4,0.239,23.2,0.601,0.091,1,0
F270,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,18.7,0.127,13.9,0.737,0.039,1,0
F271,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,20.0,0.043,8.7,0.673,0.076,1,0
F272,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,12.3,0.303,3.0,0.772,0.046,1,0
F273,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,6.0,0.467,9.6,0.753,0.015,0,1
F274,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,17.8,0.136,1.3,0.182,0.028,3,0
F275,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,16.0,0.371,13.3,0.352,0.054,1,0
F276,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,40.0,0.105,22.7,0.531,0.072,3,0
F277,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79567,30.30136,25.3,0.255,14.1,0.905,0.004,2,1
F278,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,16.3,0.298,8.4,0.856,0.051,2,0
F279,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,36.0,0.134,13.1,0.436,0.035,0,0
F280,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,24.9,0.366,27.8,0.536,0.013,3,0
F281,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,32.1,0.675,12.9,0.371,0.044,1,1
F282,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,20.4,0.539,10.5,0.493,0.036,1,1
F283,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,10.0,0.27,7.6,0.504,0.0,1,0
F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,22.7,0.211,5.6,0.591,0.056,1,0
F285,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,30.1,0.506,17.3,0.162,0.028,3,0
F286,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,7.9,0.541,3.8,0.317,0.027,2,0
F287,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,40.0,0.313,1.8,0.707,0.065,1,0
F288,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,14.7,0.485,12.2,0.657,0.063,1,0
F289,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,30.4,0.421,18.9,0.383,0.005,3,1
F290,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,14.6,0.114,8.9,0.241,0.115,0,0
F291,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,9.5,0.181,18.0,0.809,0.04,0,0
F292,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,22.6,0.168,5.0,0.729,0.07,2,0
F293,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,13.4,0.24,2.2,0.669,0.002,3,0
F294,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,8.0,0.219,8.8,0.548,0.012,0,0
F295,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,14.1,0.162,16.2,0.543,0.053,0,0
F296,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,26.0,0.492,30.0,0.322,0.089,0,0
F297,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,25.1,0.154,10.4,0.817,0.05,1,0
F298,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,20.8,0.382,7.9,0.592,0.022,1,1
F299,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,24.9,0.367,6.3,0.836,0.029,0,0
F300,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,5.7,0.386,17.3,0.352,0.029,0,0
F301,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,26.7,0.646,16.9,0.154,0.068,0,0
F302,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,18.0,0.221,9.7,0.317,0.038,1,0
F303,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,26.2,0.334,1.2,0.254,0.064,2,0
F304,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,10.8,0.046,23.9,0.8,0.044,1,0
F305,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,5.5,0.088,3.1,0.366,0.039,0,0
F306,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,8.1,0.215,12.9,0.413,0.041,0,0
F307,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,15.1,0.234,10.3,0.584,0.039,1,0
F308,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,16.4,0.411,6.6,0.702,0.039,0,0
F309,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,27.6,0.439,5.3,0.232,0.032,1,0
F310,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,23.9,0.183,30.0,0.314,0.0,0,0
F311,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,21.8,0.438,1.8,0.753,0.059,1,0
F312,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,6.3,0.247,0.6,0.323,0.022,2,0
F313,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,18.0,0.232,1.2,0.22,0.062,0,0
F314,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,34.3,0.319,9.6,0.452,0.009,1,0
F315,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,21.5,0.122,13.0,0.427,0.053,4,0
F316,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,14.8,0.475,12.0,0.571,0.006,2,1
F317,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,10.5,0.331,23.0,0.911,0.058,1,0
F318,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,18.7,0.305,23.2,0.586,0.059,0,0
F319,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,19.3,0.179,22.1,0.441,0.0,1,0
F320,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,9.5,0.359,3.5,0.718,0.0,1,0
F321,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,28.5,0.317,4.9,0.441,0.039,1,0
F322,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,20.0,0.34,3.0,0.697,0.016,2,0
F323,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,15.5,0.411,10.9,0.5,0.087,1,0
F324,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,12.3,0.117,1.0,0.646,0.004,1,0
F325,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,12.6,0.467,13.1,0.481,0.039,1,0
F326,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79567,30.30136,35.0,0.403,8.4,0.483,0.042,3,1
F327,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,11.3,0.318,11.9,0.591,0.067,2,0
F328,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,13.5,0.518,2.4,0.706,0.0,2,0
F329,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,4.3,0.211,7.1,0.829,0.049,4,1
F330,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,30.5,0.265,2.4,0.243,0.065,4,0
F331,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,40.0,0.736,13.9,0.702,0.065,1,1
F332,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,40.0,0.236,10.9,0.241,0.046,1,0
F333,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,5.5,0.493,8.0,0.38,0.038,1,0
F334,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,17.5,0.442,2.9,0.295,0.036,2,0
F335,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,38.6,0.085,5.3,0.419,0.07,1,1
F336,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,40.0,0.13,1.7,0.633,0.052,0,0
F337,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,40.0,0.323,1.1,0.475,0.009,0,0
F338,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,35.9,0.478,6.4,0.792,0.045,1,1
F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,8.8,0.291,7.4,0.524,0.053,0,0
F340,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,10.8,0.405,2.1,0.447,0.03,2,0
F341,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,23.7,0.733,7.0,0.746,0.011,1,0
F342,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,14.9,0.334,5.7,0.657,0.059,2,0
F343,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,17.3,0.385,16.2,0.523,0.0,2,0
F344,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,29.6,0.185,6.4,0.615,0.01,1,1
F345,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,19.1,0.252,7.2,0.341,0.0,0,0
F346,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,20.1,0.297,6.1,0.617,0.022,0,0
F347,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,40.0,0.302,18.5,0.763,0.082,0,0
F348,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,34.1,0.28,1.0,0.622,0.001,2,0
F349,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,20.8,0.283,25.7,0.595,0.05,0,0
F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,8.1,0.468,14.0,0.348,0.046,3,0
F351,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,25.9,0.817,6.0,0.827,0.022,0,0
F352,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,11.9,0.209,7.7,0.199,0.012,1,0
F353,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,35.6,0.28,11.7,0.658,0.056,1,0
F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,4.4,0.481,14.3,0.415,0.0,6,0
F355,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,17.1,0.265,4.9,0.939,0.054,1,1
F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,35.5,0.117,3.4,0.392,0.034,1,0
F357,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,20.0,0.192,14.1,0.344,0.072,1,0
F358,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,5.6,0.338,10.8,0.53,0.0,1,0
F359,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,7.9,0.183,13.4,0.764,0.071,1,0
F360,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,16.7,0.366,14.1,0.452,0.034,0,0
F361,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,21.1,0.41,14.2,0.744,0.026,1,0
F362,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,40.0,0.076,11.8,0.424,0.008,3,0
F363,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,19.7,0.338,20.7,0.492,0.073,1,1
F364,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,37.6,0.136,4.2,0.831,0.029,3,1
F365,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,35.5,0.203,12.2,0.54,0.051,1,0
F366,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,22.2,0.337,7.2,0.635,0.042,1,0
F367,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,14.8,0.293,9.4,0.413,0.02,0,0
F368,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,13.8,0.206,6.8,0.31,0.065,1,0
F369,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,6.8,0.121,7.1,0.728,0.073,3,0
F370,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,5.6,0.299,10.7,0.416,0.051,0,0
F371,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,21.9,0.538,8.2,0.683,0.032,0,0
F372,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,16.8,0.112,19.0,0.736,0.085,0,0
F373,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,6.8,0.374,5.3,0.671,0.008,1,0
F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,30.8,0.353,4.7,0.508,0.022,1,1
F375,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,11.9,0.156,6.7,0.273,0.026,2,0
F376,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,34.2,0.411,10.3,0.833,0.08,1,0
F377,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,5.2,0.2,27.7,0.507,0.04,0,0
F378,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,11.3,0.136,9.3,0.209,0.025,1,0
F379,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,9.4,0.274,9.5,0.514,0.035,1,0
F380,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,23.2,0.201,20.2,0.935,0.047,1,1
F381,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,15.4,0.077,4.2,0.803,0.02,2,0
F382,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79567,30.30136,16.8,0.151,17.2,0.18,0.058,0,0
F383,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,34.7,0.214,5.0,0.804,0.022,1,0
F384,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,15.9,0.271,11.9,0.657,0.033,2,0
F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,7.8,0.124,8.7,0.722,0.031,1,0
F386,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,21.6,0.291,2.2,0.856,0.031,1,0
F387,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,11.0,0.13,1.7,0.56,0.059,0,0
F388,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,14.2,0.417,9.3,0.598,0.061,2,0
F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,8.4,0.215,7.0,0.529,0.035,0,0
F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,13.7,0.407,5.4,0.605,0.045,0,0
F391,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,34.9,0.222,4.1,0.338,0.038,0,0
F392,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,4.3,0.131,11.0,0.559,0.047,2,0
F393,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,29.4,0.165,1.7,0.446,0.029,1,0
F394,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,8.5,0.239,8.1,0.778,0.059,1,0
F395,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,16.4,0.357,5.1,0.767,0.033,2,0
F396,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,15.9,0.081,5.4,0.517,0.058,0,0
F397,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,16.7,0.181,12.9,0.343,0.032,3,0
F398,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,12.8,0.104,10.2,0.665,0.057,1,0
F399,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,40.0,0.575,12.0,0.156,0.039,1,1
F400,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,8.8,0.657,3.2,0.801,0.029,1,0
F401,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,5.3,0.191,7.6,0.409,0.036,2,0
F402,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,11.1,0.35,7.5,0.289,0.034,3,0
F403,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,9.4,0.038,17.7,0.669,0.062,0,0
F404,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,17.2,0.022,7.6,0.89,0.03,0,0
F405,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,37.4,0.1,4.7,0.534,0.056,0,0
F406,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,5.2,0.384,10.0,0.75,0.05,0,0
F407,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,8.1,0.147,8.4,0.163,0.087,1,0
F408,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,34.2,0.372,12.1,0.29,0.02,2,0
F409,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,40.0,0.363,1.1,0.812,0.058,0,0
F410,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,19.0,0.033,3.0,0.975,0.049,1,0
F411,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,7.9,0.139,1.7,0.795,0.055,1,0
