meter_id,anomaly_score,investigation_flag,theft_risk_pct,priority_tier,priority_tier_order,recommended_action,expected_kwh,actual_kwh,consumption_deviation_pct,feeder_id,cnc,substation_id,substation_name,confirmed_incidents_nearby_12mo,estimated_monthly_loss_rand,top_reasons
M05987,45.2,0,77.9,elevated,3,Schedule field inspection within 7 days,188.2,113.8,39.53241232731137,F286,Lenyenye,SS-LNY-02,Lenyenye Substation 2,2,193.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M08681,45.1,0,77.8,elevated,3,Schedule field inspection within 7 days,134.7,75.5,43.949517446176685,F324,Bolobedu,SS-BLB-02,Bolobedu Substation 2,4,154.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M09864,45.6,0,77.8,elevated,3,Schedule field inspection within 7 days,157.3,99.3,36.872218690400516,F353,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,2,151.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M08502,46.9,0,77.8,elevated,3,Schedule field inspection within 7 days,112.5,65.6,41.68888888888889,F377,Lenyenye,SS-LNY-03,Lenyenye Substation 3,1,122.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M04101,45.2,0,77.8,elevated,3,Schedule field inspection within 7 days,83.8,47.5,43.31742243436754,F308,Xihoko,SS-XHK-01,Xihoko Substation 1,3,94.0,"high feed_vs_declared_ratio, high pct_drop_recent, high zero_consumption_days_90d"
M03967,45.6,0,77.8,elevated,3,Schedule field inspection within 7 days,131.5,92.8,29.429657794676807,F394,Politsi,SS-PLT-02,Politsi Substation 2,3,101.0,"high zero_consumption_days_90d, high pct_drop_recent, high feed_vs_declared_ratio"
M01316,46.8,0,77.8,elevated,3,Schedule field inspection within 7 days,123.8,95.8,22.617124394184167,F318,Tzaneen,SS-TZN-03,Tzaneen Substation 3,4,73.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M05470,44.7,0,77.8,elevated,3,Schedule field inspection within 7 days,104.6,72.7,30.497131931166344,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,3,83.0,"high zero_consumption_days_90d, high pct_drop_recent, high feed_vs_declared_ratio"
M05993,50.4,0,77.7,elevated,3,Schedule field inspection within 7 days,130.8,119.3,8.792048929663618,F196,Politsi,SS-PLT-02,Politsi Substation 2,4,30.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M04293,45.9,0,77.6,elevated,3,Schedule field inspection within 7 days,111.8,60.6,45.79606440071556,F017,Lenyenye,SS-LNY-03,Lenyenye Substation 3,2,133.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M03713,55.3,0,77.6,elevated,3,Schedule field inspection within 7 days,43.7,31.5,27.917620137299775,F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,0,32.0,"high feed_vs_declared_ratio, high night_usage_ratio, high zero_consumption_days_90d"
M05498,44.6,0,77.6,elevated,3,Schedule field inspection within 7 days,142.1,104.4,26.53061224489795,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,1,98.0,"high zero_consumption_days_90d, high night_usage_ratio, high pct_drop_recent"
M02082,44.8,0,77.5,elevated,3,Schedule field inspection within 7 days,154.8,97.6,36.95090439276487,F113,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,0,149.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M08794,46.0,0,77.4,elevated,3,Schedule field inspection within 7 days,100.5,94.0,6.467661691542288,F052,Xihoko,SS-XHK-01,Xihoko Substation 1,4,17.0,"high pct_drop_recent, high zero_consumption_days_90d, high night_usage_ratio"
M03667,51.0,0,77.4,elevated,3,Schedule field inspection within 7 days,78.3,62.9,19.667943805874838,F476,Tzaneen,SS-TZN-02,Tzaneen Substation 2,3,40.0,"high night_usage_ratio, high zero_consumption_days_90d, high feed_vs_declared_ratio"
M06447,47.1,0,77.4,elevated,3,Schedule field inspection within 7 days,164.3,140.0,14.790018259281807,F039,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,1,63.0,"high zero_consumption_days_90d, high pct_drop_recent, high tamper_alarm_count"
M06191,45.0,0,77.3,elevated,3,Schedule field inspection within 7 days,106.5,54.9,48.45070422535211,F440,Xihoko,SS-XHK-01,Xihoko Substation 1,0,134.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M03616,43.4,0,77.3,elevated,3,Schedule field inspection within 7 days,106.8,70.8,33.70786516853933,F348,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,0,94.0,"high feed_vs_declared_ratio, high pct_drop_recent, high zero_consumption_days_90d"
M01433,47.4,0,77.3,elevated,3,Schedule field inspection within 7 days,97.1,58.5,39.752832131822856,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,0,100.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low pct_drop_recent"
M03018,46.5,0,77.2,elevated,3,Schedule field inspection within 7 days,161.7,135.4,16.264687693259113,F104,Politsi,SS-PLT-03,Politsi Substation 3,3,68.0,"high zero_consumption_days_90d, high night_usage_ratio, high meter_reversal_events_6mo"
M03421,43.4,0,77.2,elevated,3,Schedule field inspection within 7 days,131.8,74.6,43.3990895295903,F406,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,3,149.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M05762,44.5,0,77.1,elevated,3,Schedule field inspection within 7 days,143.7,74.1,48.43423799582464,F438,Xihoko,SS-XHK-01,Xihoko Substation 1,2,181.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M05549,50.5,0,77.1,elevated,3,Schedule field inspection within 7 days,196.7,112.5,42.80630401626843,F062,Bolobedu,SS-BLB-01,Bolobedu Substation 1,3,219.0,"high feed_vs_declared_ratio, high pct_drop_recent, high zero_consumption_days_90d"
M05265,43.4,0,77.1,elevated,3,Schedule field inspection within 7 days,186.4,115.9,37.82188841201717,F307,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,2,183.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M02974,49.4,0,77.1,elevated,3,Schedule field inspection within 7 days,170.4,137.9,19.072769953051644,F483,Tzaneen,SS-TZN-02,Tzaneen Substation 2,4,84.0,"high pct_drop_recent, high zero_consumption_days_90d, high feed_vs_declared_ratio"
M02284,43.2,0,77.1,elevated,3,Schedule field inspection within 7 days,110.2,83.1,24.591651542649736,F344,Politsi,SS-PLT-02,Politsi Substation 2,3,70.0,"high zero_consumption_days_90d, high pct_drop_recent, high feed_vs_declared_ratio"
M05203,55.2,0,77.0,elevated,3,Schedule field inspection within 7 days,39.1,22.6,42.19948849104859,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,43.0,"high feed_vs_declared_ratio, low zero_consumption_days_90d, high meter_reversal_events_6mo"
M02917,43.2,0,77.0,elevated,3,Schedule field inspection within 7 days,115.6,69.5,39.87889273356401,F391,Politsi,SS-PLT-01,Politsi Substation 1,1,120.0,"high feed_vs_declared_ratio, high night_usage_ratio, high zero_consumption_days_90d"
M07862,46.1,0,76.9,elevated,3,Schedule field inspection within 7 days,204.3,139.1,31.913852178169368,F320,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,1,170.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high meter_reversal_events_6mo"
M08377,43.7,0,76.9,elevated,3,Schedule field inspection within 7 days,146.5,88.2,39.79522184300341,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,2,152.0,"high feed_vs_declared_ratio, high night_usage_ratio, high zero_consumption_days_90d"
M01208,45.0,0,76.9,elevated,3,Schedule field inspection within 7 days,132.6,131.7,0.6787330316742125,F111,Bolobedu,SS-BLB-01,Bolobedu Substation 1,1,2.0,"high zero_consumption_days_90d, high night_usage_ratio, high pct_drop_recent"
M00958,47.8,0,76.8,elevated,3,Schedule field inspection within 7 days,89.7,64.5,28.093645484949835,F033,Lenyenye,SS-LNY-02,Lenyenye Substation 2,3,66.0,"high zero_consumption_days_90d, high pct_drop_recent, high night_usage_ratio"
M04802,43.2,0,76.8,elevated,3,Schedule field inspection within 7 days,74.8,63.9,14.572192513368984,F171,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1,28.0,"high zero_consumption_days_90d, high pct_drop_recent, high night_usage_ratio"
M09430,55.1,0,76.7,elevated,3,Schedule field inspection within 7 days,98.1,98.3,-0.20387359836901414,F310,Politsi,SS-PLT-03,Politsi Substation 3,3,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M06848,44.9,0,76.7,elevated,3,Schedule field inspection within 7 days,132.5,132.6,-0.07547169811320326,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,1,0.0,"high zero_consumption_days_90d, high night_usage_ratio, low feed_vs_declared_ratio"
M03088,42.8,0,76.7,elevated,3,Schedule field inspection within 7 days,131.9,74.4,43.59363153904473,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,2,150.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M00166,43.8,0,76.7,elevated,3,Schedule field inspection within 7 days,136.7,71.9,47.40307242136063,F441,Politsi,SS-PLT-03,Politsi Substation 3,3,168.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low pct_drop_recent"
M03356,50.4,0,76.7,elevated,3,Schedule field inspection within 7 days,87.5,95.5,-9.142857142857142,F399,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low feed_vs_declared_ratio"
M01995,51.0,0,76.6,elevated,3,Schedule field inspection within 7 days,90.3,70.4,22.0376522702104,F247,Tzaneen,SS-TZN-03,Tzaneen Substation 3,2,52.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M01849,42.3,0,76.6,elevated,3,Schedule field inspection within 7 days,105.9,74.9,29.272898961284227,F208,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,81.0,"high zero_consumption_days_90d, high pct_drop_recent, high feed_vs_declared_ratio"
M03915,63.3,1,76.6,elevated,3,Schedule field inspection within 7 days,155.1,117.5,24.24242424242424,F105,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,3,98.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M05070,45.6,0,76.6,elevated,3,Schedule field inspection within 7 days,96.1,102.3,-6.4516129032258105,F156,Politsi,SS-PLT-01,Politsi Substation 1,1,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low feed_vs_declared_ratio"
M06923,45.3,0,76.5,elevated,3,Schedule field inspection within 7 days,134.6,131.1,2.600297176820208,F282,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,3,9.0,"high zero_consumption_days_90d, high night_usage_ratio, high pct_drop_recent"
M00203,42.1,0,76.5,elevated,3,Schedule field inspection within 7 days,99.1,62.4,37.03329969727548,F181,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,1,95.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M02771,42.2,0,76.4,elevated,3,Schedule field inspection within 7 days,111.2,104.5,6.02517985611511,F394,Politsi,SS-PLT-02,Politsi Substation 2,5,17.0,"high zero_consumption_days_90d, high pct_drop_recent, high night_usage_ratio"
M09830,65.1,1,76.3,elevated,3,Schedule field inspection within 7 days,78.6,73.9,5.979643765903294,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,2,12.0,"high pct_drop_recent, high meter_reversal_events_6mo, low zero_consumption_days_90d"
M05938,48.9,0,76.3,elevated,3,Schedule field inspection within 7 days,136.6,72.3,47.071742313323576,F498,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,1,167.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M07963,41.9,0,76.3,elevated,3,Schedule field inspection within 7 days,145.6,109.9,24.519230769230763,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,5,93.0,"high night_usage_ratio, high feed_vs_declared_ratio, high zero_consumption_days_90d"
M09480,42.8,0,76.2,elevated,3,Schedule field inspection within 7 days,120.2,114.4,4.82529118136439,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,1,15.0,"high pct_drop_recent, high zero_consumption_days_90d, high night_usage_ratio"
M09998,41.3,0,76.2,elevated,3,Schedule field inspection within 7 days,149.0,112.5,24.496644295302016,F114,Xihoko,SS-XHK-02,Xihoko Substation 2,2,95.0,"high night_usage_ratio, high feed_vs_declared_ratio, high zero_consumption_days_90d"
M01216,41.0,0,76.2,elevated,3,Schedule field inspection within 7 days,134.6,78.3,41.82763744427935,F141,Xihoko,SS-XHK-02,Xihoko Substation 2,2,146.0,"high feed_vs_declared_ratio, high night_usage_ratio, high zero_consumption_days_90d"
M02456,41.6,0,76.2,elevated,3,Schedule field inspection within 7 days,107.3,72.8,32.152842497670086,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,4,90.0,"high zero_consumption_days_90d, high feed_vs_declared_ratio, high night_usage_ratio"
M05195,43.3,0,76.2,elevated,3,Schedule field inspection within 7 days,124.9,80.3,35.70856685348279,F375,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1,116.0,"high feed_vs_declared_ratio, high pct_drop_recent, high zero_consumption_days_90d"
M01712,41.1,0,76.2,elevated,3,Schedule field inspection within 7 days,104.9,65.7,37.36892278360343,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,102.0,"high feed_vs_declared_ratio, high pct_drop_recent, high zero_consumption_days_90d"
M06054,47.3,0,76.1,elevated,3,Schedule field inspection within 7 days,66.4,57.8,12.951807228915674,F178,Xihoko,SS-XHK-02,Xihoko Substation 2,1,22.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M08775,43.5,0,76.1,elevated,3,Schedule field inspection within 7 days,169.3,128.4,24.158298877731838,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,0,106.0,"high zero_consumption_days_90d, high pct_drop_recent, high feed_vs_declared_ratio"
M01039,57.8,1,76.0,elevated,3,Schedule field inspection within 7 days,191.6,127.5,33.455114822546975,F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,6,167.0,"high feed_vs_declared_ratio, low zero_consumption_days_90d, high pct_drop_recent"
M00201,50.2,0,76.0,elevated,3,Schedule field inspection within 7 days,47.9,28.8,39.87473903966597,F475,Lenyenye,SS-LNY-03,Lenyenye Substation 3,2,50.0,"high feed_vs_declared_ratio, high night_usage_ratio, low zero_consumption_days_90d"
M07120,43.0,0,76.0,elevated,3,Schedule field inspection within 7 days,105.3,105.2,0.09496676163342291,F123,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,5,0.0,"high zero_consumption_days_90d, high night_usage_ratio, low feed_vs_declared_ratio"
M08066,43.1,0,75.9,elevated,3,Schedule field inspection within 7 days,158.1,96.4,39.02593295382669,F242,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,1,160.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M07571,47.1,0,75.9,elevated,3,Schedule field inspection within 7 days,110.4,61.2,44.565217391304344,F450,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,2,128.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M07521,42.9,0,75.8,elevated,3,Schedule field inspection within 7 days,76.5,45.1,41.045751633986924,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,3,82.0,"high feed_vs_declared_ratio, high night_usage_ratio, high pct_drop_recent"
M08288,41.3,0,75.8,elevated,3,Schedule field inspection within 7 days,181.6,132.5,27.0374449339207,F186,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,2,128.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M00068,53.5,0,75.7,elevated,3,Schedule field inspection within 7 days,78.5,89.8,-14.394904458598724,F226,Xihoko,SS-XHK-03,Xihoko Substation 3,6,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low feed_vs_declared_ratio"
M02992,50.3,0,75.7,elevated,3,Schedule field inspection within 7 days,71.5,64.2,10.209790209790205,F129,Xihoko,SS-XHK-02,Xihoko Substation 2,0,19.0,"high zero_consumption_days_90d, high meter_reversal_events_6mo, low feed_vs_declared_ratio"
M03907,40.1,0,75.7,elevated,3,Schedule field inspection within 7 days,126.5,77.0,39.130434782608695,F257,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,0,129.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high meter_reversal_events_6mo"
M04112,43.2,0,75.6,elevated,3,Schedule field inspection within 7 days,75.4,70.6,6.366047745358106,F481,Politsi,SS-PLT-01,Politsi Substation 1,1,12.0,"high pct_drop_recent, high night_usage_ratio, high zero_consumption_days_90d"
M06377,59.5,1,75.5,elevated,3,Schedule field inspection within 7 days,106.5,82.0,23.004694835680752,F221,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,3,64.0,"high zero_consumption_days_90d, high meter_reversal_events_6mo, low night_usage_ratio"
M04039,43.9,0,75.5,elevated,3,Schedule field inspection within 7 days,104.1,56.3,45.917387127761764,F254,Tzaneen,SS-TZN-03,Tzaneen Substation 3,2,124.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high tamper_alarm_count"
M05395,50.1,0,75.5,elevated,3,Schedule field inspection within 7 days,100.4,112.3,-11.852589641434253,F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low feed_vs_declared_ratio"
M07489,45.2,0,75.4,elevated,3,Schedule field inspection within 7 days,141.5,130.0,8.12720848056537,F335,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,30.0,"high zero_consumption_days_90d, high night_usage_ratio, low pct_drop_recent"
M09744,40.6,0,75.3,elevated,3,Schedule field inspection within 7 days,82.8,46.6,43.71980676328502,F290,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,0,94.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M02395,45.3,0,75.3,elevated,3,Schedule field inspection within 7 days,114.3,102.9,9.973753280839889,F323,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,30.0,"high pct_drop_recent, high zero_consumption_days_90d, high night_usage_ratio"
M00106,40.0,0,75.3,elevated,3,Schedule field inspection within 7 days,106.0,64.9,38.77358490566037,F307,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,5,107.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high meter_reversal_events_6mo"
M04221,42.1,0,75.3,elevated,3,Schedule field inspection within 7 days,125.9,99.5,20.969023034154095,F021,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,8,69.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M04927,42.6,0,75.2,elevated,3,Schedule field inspection within 7 days,127.1,113.6,10.62155782848151,F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,4,35.0,"high pct_drop_recent, high night_usage_ratio, high meter_reversal_events_6mo"
M00403,40.5,0,75.2,elevated,3,Schedule field inspection within 7 days,132.8,117.8,11.295180722891576,F174,Lenyenye,SS-LNY-03,Lenyenye Substation 3,0,39.0,"high pct_drop_recent, high zero_consumption_days_90d, high night_usage_ratio"
M07465,41.0,0,75.2,elevated,3,Schedule field inspection within 7 days,152.6,124.5,18.414154652686758,F136,Tzaneen,SS-TZN-01,Tzaneen Substation 1,0,73.0,"high zero_consumption_days_90d, high night_usage_ratio, high meter_reversal_events_6mo"
M06619,48.4,0,75.1,elevated,3,Schedule field inspection within 7 days,171.7,98.1,42.865463016889926,F369,Xihoko,SS-XHK-03,Xihoko Substation 3,1,191.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M08497,43.0,0,75.0,elevated,3,Schedule field inspection within 7 days,131.1,105.4,19.60335621662852,F179,Tzaneen,SS-TZN-02,Tzaneen Substation 2,2,67.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M06794,38.8,0,75.0,elevated,3,Schedule field inspection within 7 days,127.3,93.0,26.944226237234876,F225,Xihoko,SS-XHK-03,Xihoko Substation 3,1,89.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M06763,45.5,0,75.0,elevated,3,Schedule field inspection within 7 days,162.9,89.5,45.058317986494785,F499,Bolobedu,SS-BLB-02,Bolobedu Substation 2,1,191.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M02032,40.9,0,74.9,elevated,3,Schedule field inspection within 7 days,100.1,75.3,24.775224775224775,F205,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,3,64.0,"high zero_consumption_days_90d, high feed_vs_declared_ratio, high pct_drop_recent"
M06899,42.5,0,74.9,elevated,3,Schedule field inspection within 7 days,83.4,68.9,17.38609112709832,F372,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,0,38.0,"high night_usage_ratio, high zero_consumption_days_90d, high pct_drop_recent"
M00271,39.2,0,74.9,elevated,3,Schedule field inspection within 7 days,141.8,96.9,31.664315937940763,F431,Xihoko,SS-XHK-01,Xihoko Substation 1,2,117.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high meter_reversal_events_6mo"
M04051,42.8,0,74.9,elevated,3,Schedule field inspection within 7 days,50.1,36.7,26.74650698602794,F380,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,35.0,"high zero_consumption_days_90d, high feed_vs_declared_ratio, high night_usage_ratio"
M01317,44.5,0,74.8,elevated,3,Schedule field inspection within 7 days,120.6,114.6,4.975124378109453,F459,Politsi,SS-PLT-02,Politsi Substation 2,5,16.0,"high zero_consumption_days_90d, high night_usage_ratio, high pct_drop_recent"
M03465,41.7,0,74.8,elevated,3,Schedule field inspection within 7 days,70.1,74.3,-5.991440798858778,F253,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,3,0.0,"high zero_consumption_days_90d, high pct_drop_recent, low feed_vs_declared_ratio"
M02480,48.0,0,74.8,elevated,3,Schedule field inspection within 7 days,67.6,42.4,37.27810650887574,F163,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,3,66.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M09364,42.7,0,74.8,elevated,3,Schedule field inspection within 7 days,105.8,68.1,35.63327032136106,F467,Tzaneen,SS-TZN-01,Tzaneen Substation 1,1,98.0,"high feed_vs_declared_ratio, high night_usage_ratio, low zero_consumption_days_90d"
M05709,45.3,0,74.8,elevated,3,Schedule field inspection within 7 days,96.8,59.7,38.32644628099173,F485,Bolobedu,SS-BLB-03,Bolobedu Substation 3,2,96.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low pct_drop_recent"
M08060,42.6,0,74.7,elevated,3,Schedule field inspection within 7 days,82.2,65.8,19.951338199513387,F413,Lenyenye,SS-LNY-01,Lenyenye Substation 1,4,43.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M05231,39.0,0,74.7,elevated,3,Schedule field inspection within 7 days,137.3,81.8,40.42243262927896,F378,Bolobedu,SS-BLB-01,Bolobedu Substation 1,0,144.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M07701,37.6,0,74.7,elevated,3,Schedule field inspection within 7 days,130.1,99.3,23.674096848578017,F413,Lenyenye,SS-LNY-01,Lenyenye Substation 1,3,80.0,"high zero_consumption_days_90d, high night_usage_ratio, high feed_vs_declared_ratio"
M00318,47.5,0,74.7,elevated,3,Schedule field inspection within 7 days,179.3,190.3,-6.1349693251533735,F424,Politsi,SS-PLT-03,Politsi Substation 3,2,0.0,"high pct_drop_recent, high zero_consumption_days_90d, low feed_vs_declared_ratio"
M08895,40.0,0,74.7,elevated,3,Schedule field inspection within 7 days,88.3,71.1,19.47904869762175,F445,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1,45.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M06123,43.3,0,74.6,elevated,3,Schedule field inspection within 7 days,164.9,99.6,39.599757428744695,F051,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,1,170.0,"high feed_vs_declared_ratio, high pct_drop_recent, high night_usage_ratio"
M05391,51.9,0,74.5,elevated,3,Schedule field inspection within 7 days,82.3,83.1,-0.9720534629404584,F203,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,1,0.0,"high zero_consumption_days_90d, high night_usage_ratio, low feed_vs_declared_ratio"
M08927,48.4,0,74.5,elevated,3,Schedule field inspection within 7 days,211.4,98.4,53.453169347209084,F133,Lenyenye,SS-LNY-01,Lenyenye Substation 1,2,294.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low night_usage_ratio"
M01345,45.7,0,74.5,elevated,3,Schedule field inspection within 7 days,73.7,64.3,12.754409769335151,F062,Bolobedu,SS-BLB-01,Bolobedu Substation 1,0,24.0,"high zero_consumption_days_90d, high pct_drop_recent, low night_usage_ratio"
M05141,39.6,0,74.5,elevated,3,Schedule field inspection within 7 days,111.5,75.0,32.73542600896861,F096,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,1,95.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, low pct_drop_recent"
M00023,44.9,0,74.3,elevated,3,Schedule field inspection within 7 days,152.0,115.9,23.749999999999996,F195,Lenyenye,SS-LNY-01,Lenyenye Substation 1,4,94.0,"high pct_drop_recent, high feed_vs_declared_ratio, high zero_consumption_days_90d"
M05472,38.0,0,74.3,elevated,3,Schedule field inspection within 7 days,120.8,126.3,-4.552980132450331,F070,Politsi,SS-PLT-02,Politsi Substation 2,2,0.0,"high zero_consumption_days_90d, high pct_drop_recent, high night_usage_ratio"
M00632,62.3,1,74.2,elevated,3,Schedule field inspection within 7 days,24.5,21.4,12.6530612244898,F320,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,1,8.0,"high zero_consumption_days_90d, high tamper_alarm_count, low pct_drop_recent"
M05087,45.9,0,74.2,elevated,3,Schedule field inspection within 7 days,109.6,73.1,33.3029197080292,F256,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,7,95.0,"high feed_vs_declared_ratio, low zero_consumption_days_90d, high night_usage_ratio"
M01562,48.0,0,74.2,elevated,3,Schedule field inspection within 7 days,115.7,122.1,-5.531547104580805,F490,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,0.0,"high pct_drop_recent, low feed_vs_declared_ratio, high zero_consumption_days_90d"
M04715,35.8,0,74.1,elevated,3,Schedule field inspection within 7 days,103.2,64.3,37.69379844961241,F180,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,2,101.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M01762,38.1,0,74.0,elevated,3,Schedule field inspection within 7 days,83.7,54.2,35.24492234169653,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,0,77.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high night_usage_ratio"
M08908,41.1,0,73.9,elevated,3,Schedule field inspection within 7 days,145.7,86.6,40.56280027453672,F021,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,154.0,"high feed_vs_declared_ratio, high zero_consumption_days_90d, high pct_drop_recent"
