feeder_id,outage_risk_score,risk_tier,risk_tier_order,status,alert_flag,top_reasons
F205,2.3,low,1,Healthy,0,"low peak_load_pct, high load_growth_rate, high vegetation_encroachment_score"
F170,2.3,low,1,Healthy,0,"low feeder_age_years, high peak_load_pct, low vegetation_encroachment_score"
F332,2.3,low,1,Healthy,0,"low peak_load_pct, high emergency_transformer_count, high feeder_age_years"
F263,2.3,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low emergency_transformer_count"
F140,2.3,low,1,Healthy,0,"low vegetation_encroachment_score, low emergency_transformer_count, low historical_outage_count_1yr"
F094,2.2,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low load_growth_rate"
F286,2.2,low,1,Healthy,0,"high vegetation_encroachment_score, low feeder_age_years, low peak_load_pct"
F256,2.2,low,1,Healthy,0,"low feeder_age_years, high peak_load_pct, low emergency_transformer_count"
F003,2.1,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low historical_outage_count_1yr"
F176,2.1,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, high historical_outage_count_1yr"
F126,2.1,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high protection_equipment_age"
F394,2.1,low,1,Healthy,0,"low feeder_age_years, high peak_load_pct, high load_growth_rate"
F336,2.1,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low protection_equipment_age"
F221,2.1,low,1,Healthy,0,"low historical_outage_count_1yr, low vegetation_encroachment_score, high protection_equipment_age"
F081,2.1,low,1,Healthy,0,"low vegetation_encroachment_score, low emergency_transformer_count, low historical_outage_count_1yr"
F069,2.1,low,1,Healthy,0,"high load_growth_rate, low feeder_age_years, low historical_outage_count_1yr"
F050,2.1,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high emergency_transformer_count"
F424,2.1,low,1,Healthy,0,"high peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F028,2.0,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low feeder_age_years"
F456,2.0,low,1,Healthy,0,"low protection_equipment_age, high peak_load_pct, low feeder_age_years"
F406,2.0,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low historical_outage_count_1yr"
F070,2.0,low,1,Healthy,0,"low vegetation_encroachment_score, high emergency_transformer_count, low feeder_age_years"
F162,2.0,low,1,Healthy,0,"high feeder_age_years, low peak_load_pct, low vegetation_encroachment_score"
F472,2.0,low,1,Healthy,0,"low peak_load_pct, high vegetation_encroachment_score, high load_growth_rate"
F464,1.9,low,1,Healthy,0,"low peak_load_pct, high vegetation_encroachment_score, low historical_outage_count_1yr"
F252,1.9,low,1,Healthy,0,"low protection_equipment_age, low historical_outage_count_1yr, high vegetation_encroachment_score"
F492,1.9,low,1,Healthy,0,"low load_growth_rate, low peak_load_pct, low emergency_transformer_count"
F310,1.9,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low vegetation_encroachment_score"
F293,1.8,low,1,Healthy,0,"low protection_equipment_age, low feeder_age_years, high peak_load_pct"
F350,1.8,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, high vegetation_encroachment_score"
F041,1.8,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low feeder_age_years"
F360,1.8,low,1,Healthy,0,"high vegetation_encroachment_score, low historical_outage_count_1yr, low feeder_age_years"
F487,1.8,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F110,1.8,low,1,Healthy,0,"high emergency_transformer_count, low vegetation_encroachment_score, low load_growth_rate"
F475,1.7,low,1,Healthy,0,"low historical_outage_count_1yr, high protection_equipment_age, low feeder_age_years"
F042,1.7,low,1,Healthy,0,"low feeder_age_years, high load_growth_rate, low historical_outage_count_1yr"
F084,1.7,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, low protection_equipment_age"
F291,1.7,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, low vegetation_encroachment_score"
F169,1.7,low,1,Healthy,0,"low protection_equipment_age, low feeder_age_years, high peak_load_pct"
F307,1.7,low,1,Healthy,0,"low feeder_age_years, low emergency_transformer_count, low historical_outage_count_1yr"
F410,1.7,low,1,Healthy,0,"high peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F391,1.7,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low historical_outage_count_1yr"
F373,1.7,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, high peak_load_pct"
F132,1.6,low,1,Healthy,0,"low feeder_age_years, high protection_equipment_age, low vegetation_encroachment_score"
F076,1.6,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, high vegetation_encroachment_score"
F108,1.6,low,1,Healthy,0,"high emergency_transformer_count, low peak_load_pct, low vegetation_encroachment_score"
F055,1.6,low,1,Healthy,0,"low feeder_age_years, high historical_outage_count_1yr, low emergency_transformer_count"
F498,1.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, high emergency_transformer_count"
F154,1.6,low,1,Healthy,0,"high peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F333,1.6,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low peak_load_pct"
F156,1.6,low,1,Healthy,0,"low load_growth_rate, high historical_outage_count_1yr, low feeder_age_years"
F243,1.6,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high load_growth_rate"
F244,1.6,low,1,Healthy,0,"high vegetation_encroachment_score, low historical_outage_count_1yr, low load_growth_rate"
F099,1.5,low,1,Healthy,0,"low feeder_age_years, low load_growth_rate, high emergency_transformer_count"
F103,1.5,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high historical_outage_count_1yr"
F431,1.5,low,1,Healthy,0,"high vegetation_encroachment_score, low load_growth_rate, low feeder_age_years"
F471,1.5,low,1,Healthy,0,"low protection_equipment_age, high peak_load_pct, low emergency_transformer_count"
F448,1.5,low,1,Healthy,0,"low vegetation_encroachment_score, high load_growth_rate, low emergency_transformer_count"
F097,1.5,low,1,Healthy,0,"low vegetation_encroachment_score, high feeder_age_years, low historical_outage_count_1yr"
F219,1.4,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high protection_equipment_age"
F427,1.4,low,1,Healthy,0,"low feeder_age_years, high load_growth_rate, low historical_outage_count_1yr"
F403,1.4,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F261,1.4,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low protection_equipment_age"
F190,1.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high emergency_transformer_count"
F151,1.4,low,1,Healthy,0,"low feeder_age_years, high peak_load_pct, low emergency_transformer_count"
F134,1.4,low,1,Healthy,0,"low peak_load_pct, high vegetation_encroachment_score, low load_growth_rate"
F027,1.4,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low vegetation_encroachment_score"
F051,1.4,low,1,Healthy,0,"low feeder_age_years, low load_growth_rate, low historical_outage_count_1yr"
F039,1.3,low,1,Healthy,0,"low peak_load_pct, low load_growth_rate, high historical_outage_count_1yr"
F088,1.3,low,1,Healthy,0,"low historical_outage_count_1yr, low feeder_age_years, high peak_load_pct"
F104,1.3,low,1,Healthy,0,"high vegetation_encroachment_score, low feeder_age_years, low peak_load_pct"
F381,1.3,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low load_growth_rate"
F386,1.3,low,1,Healthy,0,"low protection_equipment_age, low load_growth_rate, high peak_load_pct"
F459,1.3,low,1,Healthy,0,"low peak_load_pct, high emergency_transformer_count, low feeder_age_years"
F135,1.3,low,1,Healthy,0,"low feeder_age_years, low load_growth_rate, high historical_outage_count_1yr"
F068,1.3,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low feeder_age_years"
F300,1.3,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, high vegetation_encroachment_score"
F203,1.3,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, high feeder_age_years"
F283,1.3,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high protection_equipment_age"
F163,1.3,low,1,Healthy,0,"low feeder_age_years, high protection_equipment_age, low load_growth_rate"
F017,1.3,low,1,Healthy,0,"high load_growth_rate, low protection_equipment_age, low peak_load_pct"
F071,1.2,low,1,Healthy,0,"high feeder_age_years, low peak_load_pct, low protection_equipment_age"
F242,1.2,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high load_growth_rate"
F217,1.2,low,1,Healthy,0,"low vegetation_encroachment_score, high load_growth_rate, low peak_load_pct"
F496,1.2,low,1,Healthy,0,"low peak_load_pct, high vegetation_encroachment_score, low historical_outage_count_1yr"
F400,1.2,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low load_growth_rate"
F420,1.2,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low historical_outage_count_1yr"
F092,1.2,low,1,Healthy,0,"low vegetation_encroachment_score, high feeder_age_years, low load_growth_rate"
F143,1.2,low,1,Healthy,0,"low feeder_age_years, high emergency_transformer_count, low peak_load_pct"
F049,1.2,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low load_growth_rate"
F340,1.2,low,1,Healthy,0,"low feeder_age_years, high vegetation_encroachment_score, low load_growth_rate"
F345,1.2,low,1,Healthy,0,"low peak_load_pct, low historical_outage_count_1yr, high emergency_transformer_count"
F010,1.2,low,1,Healthy,0,"low peak_load_pct, high emergency_transformer_count, low load_growth_rate"
F146,1.1,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, high emergency_transformer_count"
F346,1.1,low,1,Healthy,0,"low load_growth_rate, low historical_outage_count_1yr, high peak_load_pct"
F294,1.1,low,1,Healthy,0,"low feeder_age_years, high emergency_transformer_count, low historical_outage_count_1yr"
F290,1.1,low,1,Healthy,0,"high load_growth_rate, low vegetation_encroachment_score, low peak_load_pct"
F122,1.1,low,1,Healthy,0,"low vegetation_encroachment_score, low load_growth_rate, low feeder_age_years"
F402,1.1,low,1,Healthy,0,"low peak_load_pct, high vegetation_encroachment_score, low feeder_age_years"
F460,1.1,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F319,1.1,low,1,Healthy,0,"low vegetation_encroachment_score, high protection_equipment_age, low feeder_age_years"
F007,1.0,low,1,Healthy,0,"low peak_load_pct, low historical_outage_count_1yr, low emergency_transformer_count"
F324,1.0,low,1,Healthy,0,"low vegetation_encroachment_score, low protection_equipment_age, high peak_load_pct"
F185,1.0,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high historical_outage_count_1yr"
F174,1.0,low,1,Healthy,0,"high emergency_transformer_count, low peak_load_pct, low feeder_age_years"
F155,1.0,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, high feeder_age_years"
F031,1.0,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low historical_outage_count_1yr"
F450,1.0,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low load_growth_rate"
F078,1.0,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F095,1.0,low,1,Healthy,0,"high load_growth_rate, low feeder_age_years, low peak_load_pct"
F128,1.0,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low load_growth_rate"
F379,1.0,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low load_growth_rate"
F275,1.0,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, high vegetation_encroachment_score"
F270,1.0,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F164,1.0,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high load_growth_rate"
F098,1.0,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F367,1.0,low,1,Healthy,0,"low peak_load_pct, low load_growth_rate, low historical_outage_count_1yr"
F469,0.9,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F452,0.9,low,1,Healthy,0,"low feeder_age_years, high peak_load_pct, low vegetation_encroachment_score"
F053,0.9,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F043,0.9,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, high peak_load_pct"
F045,0.9,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, high protection_equipment_age"
F014,0.9,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, high protection_equipment_age"
F246,0.9,low,1,Healthy,0,"low vegetation_encroachment_score, low historical_outage_count_1yr, low feeder_age_years"
F271,0.9,low,1,Healthy,0,"low vegetation_encroachment_score, high load_growth_rate, high peak_load_pct"
F334,0.9,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, high vegetation_encroachment_score"
F172,0.9,low,1,Healthy,0,"low peak_load_pct, high feeder_age_years, low historical_outage_count_1yr"
F139,0.9,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, high vegetation_encroachment_score"
F393,0.9,low,1,Healthy,0,"low vegetation_encroachment_score, high feeder_age_years, low protection_equipment_age"
F445,0.8,low,1,Healthy,0,"high emergency_transformer_count, low vegetation_encroachment_score, low historical_outage_count_1yr"
F392,0.8,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high historical_outage_count_1yr"
F458,0.8,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high load_growth_rate"
F304,0.8,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F005,0.8,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F148,0.8,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, high peak_load_pct"
F044,0.7,low,1,Healthy,0,"low peak_load_pct, low load_growth_rate, low protection_equipment_age"
F438,0.7,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low historical_outage_count_1yr"
F067,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low emergency_transformer_count"
F411,0.7,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F105,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low historical_outage_count_1yr"
F356,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, high feeder_age_years, low peak_load_pct"
F377,0.7,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high protection_equipment_age"
F249,0.7,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, low protection_equipment_age"
F188,0.7,low,1,Healthy,0,"low feeder_age_years, low protection_equipment_age, low historical_outage_count_1yr"
F295,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, low historical_outage_count_1yr, low feeder_age_years"
F194,0.7,low,1,Healthy,0,"low feeder_age_years, low load_growth_rate, low historical_outage_count_1yr"
F157,0.7,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low load_growth_rate"
F259,0.7,low,1,Healthy,0,"high feeder_age_years, low vegetation_encroachment_score, low protection_equipment_age"
F009,0.7,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F241,0.7,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high load_growth_rate"
F480,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, high historical_outage_count_1yr"
F357,0.7,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, high load_growth_rate"
F435,0.7,low,1,Healthy,0,"low vegetation_encroachment_score, low historical_outage_count_1yr, low feeder_age_years"
F179,0.6,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low emergency_transformer_count"
F238,0.6,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low load_growth_rate"
F352,0.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F173,0.6,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low load_growth_rate"
F171,0.6,low,1,Healthy,0,"high feeder_age_years, low peak_load_pct, low protection_equipment_age"
F130,0.6,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low load_growth_rate"
F359,0.6,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F142,0.6,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, high historical_outage_count_1yr"
F121,0.6,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, low historical_outage_count_1yr"
F389,0.6,low,1,Healthy,0,"low feeder_age_years, low historical_outage_count_1yr, low load_growth_rate"
F385,0.6,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low load_growth_rate"
F396,0.6,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low historical_outage_count_1yr"
F117,0.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low historical_outage_count_1yr"
F368,0.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F413,0.6,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, high peak_load_pct"
F397,0.6,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low load_growth_rate"
F090,0.6,low,1,Healthy,0,"low load_growth_rate, low peak_load_pct, low protection_equipment_age"
F002,0.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low load_growth_rate"
F478,0.6,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F422,0.6,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low load_growth_rate"
F052,0.6,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, low feeder_age_years"
F074,0.6,low,1,Healthy,0,"low peak_load_pct, high historical_outage_count_1yr, low vegetation_encroachment_score"
F079,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, high historical_outage_count_1yr"
F454,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, high protection_equipment_age"
F035,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, high historical_outage_count_1yr"
F401,0.5,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low peak_load_pct"
F111,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low load_growth_rate"
F387,0.5,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low historical_outage_count_1yr"
F415,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low protection_equipment_age"
F404,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low feeder_age_years"
F423,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, high historical_outage_count_1yr, low feeder_age_years"
F211,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low historical_outage_count_1yr, low load_growth_rate"
F189,0.5,low,1,Healthy,0,"low feeder_age_years, low protection_equipment_age, low vegetation_encroachment_score"
F168,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low protection_equipment_age, low feeder_age_years"
F138,0.5,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low protection_equipment_age"
F158,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low emergency_transformer_count"
F302,0.5,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F488,0.5,low,1,Healthy,0,"low feeder_age_years, low protection_equipment_age, low historical_outage_count_1yr"
F013,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low vegetation_encroachment_score"
F230,0.5,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low load_growth_rate"
F251,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low historical_outage_count_1yr"
F337,0.5,low,1,Healthy,0,"low protection_equipment_age, low peak_load_pct, low vegetation_encroachment_score"
F306,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low historical_outage_count_1yr"
F159,0.5,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low load_growth_rate"
F491,0.4,low,1,Healthy,0,"low vegetation_encroachment_score, high peak_load_pct, low feeder_age_years"
F485,0.4,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low historical_outage_count_1yr"
F214,0.4,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F180,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low peak_load_pct"
F184,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low historical_outage_count_1yr"
F023,0.4,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low peak_load_pct"
F025,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low historical_outage_count_1yr"
F443,0.4,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, low feeder_age_years"
F054,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low load_growth_rate"
F439,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low load_growth_rate"
F382,0.4,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F407,0.4,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low peak_load_pct"
F370,0.4,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low historical_outage_count_1yr"
F313,0.4,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, low historical_outage_count_1yr"
F235,0.4,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low historical_outage_count_1yr"
F222,0.4,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, high load_growth_rate"
F137,0.4,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F312,0.4,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low protection_equipment_age"
F234,0.3,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, low load_growth_rate"
F378,0.3,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, low feeder_age_years"
F166,0.3,low,1,Healthy,0,"low peak_load_pct, low feeder_age_years, low vegetation_encroachment_score"
F036,0.3,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low peak_load_pct"
F063,0.3,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low vegetation_encroachment_score"
F375,0.3,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F073,0.3,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low load_growth_rate"
F457,0.3,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low load_growth_rate"
F417,0.3,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low historical_outage_count_1yr"
F012,0.2,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low feeder_age_years"
F274,0.2,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low protection_equipment_age"
F490,0.2,low,1,Healthy,0,"low peak_load_pct, low vegetation_encroachment_score, low protection_equipment_age"
F305,0.2,low,1,Healthy,0,"low feeder_age_years, low peak_load_pct, low vegetation_encroachment_score"
F268,0.2,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, low vegetation_encroachment_score"
F202,0.2,low,1,Healthy,0,"low vegetation_encroachment_score, low peak_load_pct, low historical_outage_count_1yr"
F449,0.2,low,1,Healthy,0,"low feeder_age_years, low vegetation_encroachment_score, low peak_load_pct"
F087,0.2,low,1,Healthy,0,"low peak_load_pct, low protection_equipment_age, low feeder_age_years"
F199,0.1,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low peak_load_pct"
F123,0.1,low,1,Healthy,0,"low vegetation_encroachment_score, low feeder_age_years, low peak_load_pct"
