meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,is_theft,feed_vs_declared_ratio,anomaly_score,flagged,tier
M01851,105.6,105.0,106.9,0.111,0.192,0.037,0,0.9943181818181819,-0.16217167553453,0,low
M01852,157.6,149.7,160.8,0.024,0.121,0.144,0,0.9498730964467005,-0.1215561543712056,0,high
M01853,131.9,121.4,130.0,0.087,0.329,0.059,0,0.9203942380591357,-0.1573610890977986,0,low
M01854,109.2,103.4,92.3,0.018,0.165,0.146,0,0.946886446886447,-0.16319064422215462,0,low
M01855,227.6,220.8,230.9,0.027,0.286,0.082,0,0.9701230228471003,-0.07886542092710691,0,high
M01856,218.1,223.2,213.9,0.103,0.163,0.07,0,1.0233837689133425,-0.0978660539313051,0,high
M01857,80.2,95.5,86.4,0.02,0.248,0.02,0,1.1907730673316708,-0.1338679509793707,0,medium
M01858,267.5,267.7,267.4,0.018,0.126,0.218,0,1.0007476635514019,0.019131250771070585,1,high
M01859,59.6,57.0,64.2,0.04,0.23,0.057,0,0.9563758389261745,-0.15137150199616667,0,medium
M01860,64.0,69.1,68.8,0.085,0.126,0.099,0,1.0796875,-0.14371528457793714,0,medium
M01861,250.9,245.1,247.4,0.04,0.151,0.183,0,0.9768832204065364,-0.03438400978172884,0,high
M01862,203.1,208.0,205.3,0.083,0.251,0.062,0,1.0241260462826194,-0.12783848457232377,0,medium
M01863,94.7,96.9,92.8,0.056,0.198,0.039,0,1.0232312565997888,-0.17164833935268242,0,low
M01864,117.9,116.8,126.6,0.103,0.193,0.098,0,0.9906700593723494,-0.17302570936975636,0,low
M01865,88.3,81.9,95.1,0.108,0.151,0.079,0,0.9275198187995471,-0.16014277236473057,0,low
M01866,162.1,171.9,159.7,0.01,0.26,0.081,0,1.0604565083281925,-0.15134460728893528,0,medium
M01867,213.9,219.8,221.8,0.058,0.25,0.046,0,1.0275829827021974,-0.1087194498020908,0,high
M01868,89.1,98.8,94.2,0.091,0.247,0.089,0,1.1088664421997756,-0.18429435632969188,0,low
M01869,148.3,151.3,140.4,0.09,0.272,0.132,0,1.0202292650033715,-0.17758616181974685,0,low
M01870,181.1,162.8,191.4,0.027,0.177,0.144,0,0.898950855880729,-0.10497127973947795,0,high
M01871,73.0,67.5,71.9,0.042,0.187,0.02,0,0.9246575342465754,-0.1273583259139472,0,medium
M01872,113.5,116.4,107.1,0.035,0.121,0.164,0,1.0255506607929517,-0.1358199812620307,0,medium
M01873,159.3,164.4,158.6,0.064,0.182,0.02,0,1.0320150659133709,-0.15097822621792006,0,medium
M01874,63.8,67.9,62.6,0.054,0.301,0.082,0,1.0642633228840126,-0.15758989516552174,0,low
M01875,247.5,242.9,226.9,0.07,0.198,0.285,0,0.9814141414141414,0.007534829092123552,1,high
M01876,147.4,155.7,149.3,0.018,0.293,0.047,0,1.0563093622795114,-0.16448586191144576,0,low
M01877,52.6,59.0,61.6,0.075,0.148,0.098,0,1.1216730038022813,-0.13311458334979864,0,medium
M01878,194.6,186.6,190.2,0.056,0.157,0.2,0,0.9588900308324769,-0.09229872548619567,0,high
M01879,140.6,284.1,133.7,0.309,0.639,0.141,1,2.0206258890469417,0.08035329554148851,1,high
M01880,122.7,122.7,119.2,0.014,0.36,0.136,0,1.0,-0.1608141172447835,0,low
M01881,93.6,94.0,90.6,0.038,0.186,0.035,0,1.0042735042735043,-0.16910618037288305,0,low
M01882,157.0,169.0,168.7,0.079,0.229,0.045,0,1.0764331210191083,-0.15017480922039245,0,medium
M01883,83.2,77.0,80.1,0.105,0.23,0.165,0,0.9254807692307692,-0.16378545198985495,0,low
M01884,60.6,65.6,55.0,0.058,0.326,0.041,0,1.0825082508250823,-0.14418970066780262,0,medium
M01885,150.7,158.8,148.5,0.025,0.182,0.02,0,1.053749170537492,-0.14819167475553713,0,medium
M01886,107.3,113.3,121.7,0.088,0.232,0.252,0,1.0559179869524697,-0.11020449480633826,0,high
M01887,136.1,135.9,126.8,0.069,0.188,0.091,0,0.9985304922850846,-0.1767262330720048,0,low
M01888,149.8,149.6,143.6,0.114,0.208,0.029,0,0.9986648865153537,-0.15187014534456555,0,medium
M01889,109.5,113.1,104.5,0.022,0.292,0.118,0,1.032876712328767,-0.18242866127466467,0,low
M01890,53.1,56.1,57.3,0.073,0.293,0.031,0,1.0564971751412429,-0.13857262377177565,0,medium
M01891,155.7,159.9,162.7,0.115,0.221,0.09,0,1.0269749518304432,-0.15663989893600694,0,medium
M01892,143.7,154.6,138.0,0.111,0.329,0.132,0,1.0758524704244956,-0.16175184086560357,0,low
M01893,122.0,120.8,114.9,0.047,0.237,0.105,0,0.9901639344262295,-0.1835773057273502,0,low
M01894,58.6,57.7,74.4,0.022,0.397,0.147,0,0.984641638225256,-0.11802718082507163,0,high
M01895,160.2,165.5,155.8,0.071,0.122,0.284,0,1.033083645443196,-0.05971940814868959,0,high
M01896,55.0,94.2,52.6,0.478,0.459,0.128,1,1.7127272727272729,-0.011248025106807225,0,high
M01897,114.2,177.7,125.0,0.209,0.361,0.158,1,1.5560420315236425,-0.042488455603041264,0,high
M01898,129.4,134.4,136.9,0.054,0.283,0.039,0,1.0386398763523956,-0.16765169534874785,0,low
M01899,105.5,113.5,110.7,0.042,0.22,0.099,0,1.0758293838862558,-0.17230444867651523,0,low
M01900,173.7,187.5,178.3,0.035,0.256,0.147,0,1.0794473229706392,-0.1352413820864823,0,medium
M01901,54.7,65.2,39.8,0.01,0.139,0.133,0,1.1919561243144423,-0.09815909603736211,0,high
M01902,39.7,90.2,39.2,0.22,0.426,0.223,1,2.2720403022670026,0.029198352518774007,1,high
M01903,88.6,149.7,82.6,0.275,0.526,0.225,1,1.6896162528216705,0.006794468596787895,1,high
M01904,78.5,148.8,71.6,0.294,0.459,0.212,1,1.8955414012738856,0.011776832994733644,1,high
M01905,151.2,150.4,159.2,0.049,0.356,0.061,0,0.9947089947089949,-0.1694036954009278,0,low
M01906,79.1,83.8,77.4,0.009,0.2,0.025,0,1.0594184576485461,-0.14827147711768934,0,medium
M01907,98.6,98.5,95.8,0.088,0.31,0.041,0,0.9989858012170386,-0.17988581084651695,0,low
M01908,58.2,100.2,57.4,0.362,0.697,0.117,1,1.7216494845360824,0.008461082185150182,1,high
M01909,164.2,169.2,161.3,0.109,0.177,0.137,0,1.0304506699147382,-0.1447829566297163,0,medium
M01910,70.4,70.5,75.6,0.04,0.108,0.099,0,1.0014204545454544,-0.15005842330153962,0,medium
M01911,119.5,119.2,109.9,0.113,0.337,0.075,0,0.997489539748954,-0.1695354195138412,0,low
M01912,151.3,169.1,148.6,0.071,0.314,0.108,0,1.1176470588235292,-0.15033682435681295,0,medium
M01913,294.6,294.9,290.3,0.043,0.104,0.068,0,1.0010183299389,0.04507015023584393,1,high
M01914,97.7,94.9,90.0,0.006,0.252,0.11,0,0.9713408393039918,-0.16525955504905304,0,low
M01915,216.3,224.7,217.0,0.041,0.133,0.06,0,1.0388349514563107,-0.08954059628696026,0,high
M01916,99.6,101.9,103.5,0.065,0.319,0.247,0,1.0230923694779117,-0.1257809304811962,0,medium
M01917,190.2,187.6,192.7,0.055,0.223,0.09,0,0.9863301787592008,-0.1417223879422546,0,medium
M01918,34.5,48.3,22.9,0.285,0.365,0.079,1,1.4,-0.0282509353813033,0,high
M01919,86.9,89.7,75.5,0.031,0.383,0.043,0,1.0322209436133487,-0.1634331010096607,0,low
M01920,114.4,126.7,115.0,0.01,0.185,0.114,0,1.1075174825174825,-0.15316800802081576,0,medium
M01921,130.3,136.7,135.4,0.061,0.375,0.156,0,1.0491174213353798,-0.15839440685302053,0,low
M01922,126.3,129.7,119.8,0.074,0.199,0.146,0,1.0269200316706255,-0.16963826437249468,0,low
M01923,107.6,116.7,113.2,0.007,0.373,0.108,0,1.08457249070632,-0.1497934796038179,0,medium
M01924,108.4,102.7,96.6,0.12,0.399,0.073,0,0.9474169741697417,-0.15860298623466673,0,low
M01925,105.4,108.7,96.6,0.046,0.153,0.037,0,1.0313092979127134,-0.17014380354770609,0,low
M01926,66.2,62.6,63.7,0.089,0.109,0.124,0,0.945619335347432,-0.12841561437503274,0,medium
M01927,180.0,178.2,182.4,0.015,0.386,0.17,0,0.99,-0.09988437381942855,0,high
M01928,97.6,96.3,112.0,0.074,0.298,0.096,0,0.9866803278688525,-0.1723448910275152,0,low
M01929,107.5,111.2,111.1,0.008,0.187,0.26,0,1.0344186046511628,-0.09967773481147502,0,high
M01930,73.6,81.3,84.9,0.096,0.361,0.051,0,1.1046195652173914,-0.1717550542619759,0,low
M01931,35.1,30.3,38.4,0.018,0.132,0.113,0,0.8632478632478632,-0.0537060086882315,0,high
M01932,140.8,130.7,125.5,0.003,0.131,0.062,0,0.9282670454545453,-0.11658976374205715,0,high
M01933,56.9,51.3,59.9,0.106,0.145,0.136,0,0.9015817223198593,-0.11723983955910988,0,high
M01934,162.8,158.4,155.4,0.061,0.285,0.07,0,0.9729729729729729,-0.16546586359396798,0,low
M01935,150.5,141.8,147.7,0.02,0.192,0.118,0,0.9421926910299004,-0.14909139526393322,0,medium
M01936,80.2,128.7,78.8,0.173,0.575,0.048,1,1.604738154613466,-0.03513807312820383,0,high
M01937,100.5,101.5,100.2,0.012,0.277,0.032,0,1.0099502487562189,-0.15789312073659184,0,low
M01938,97.5,96.0,88.5,0.083,0.39,0.02,0,0.9846153846153847,-0.15458075772931584,0,medium
M01939,101.5,108.9,99.4,0.023,0.245,0.059,0,1.0729064039408867,-0.17395965202248714,0,low
M01940,84.1,83.8,86.1,0.045,0.289,0.147,0,0.9964328180737217,-0.18478967044278521,0,low
M01941,156.3,161.6,150.4,0.06,0.293,0.02,0,1.0339091490722967,-0.15466177800795916,0,medium
M01942,113.8,118.2,122.0,0.086,0.125,0.093,0,1.038664323374341,-0.1612077997798062,0,low
M01943,94.0,92.7,105.0,0.077,0.186,0.023,0,0.9861702127659575,-0.16319941205503535,0,low
M01944,74.0,73.5,82.4,0.065,0.231,0.091,0,0.9932432432432432,-0.18028057855829765,0,low
M01945,167.9,174.8,176.0,0.0,0.258,0.066,0,1.0410958904109588,-0.13861032002873552,0,medium
M01946,134.0,132.2,124.1,0.054,0.368,0.023,0,0.9865671641791044,-0.16261079146245738,0,low
M01947,113.1,113.8,106.0,0.02,0.382,0.02,0,1.0061892130857648,-0.1485395534648251,0,medium
M01948,141.2,133.9,146.8,0.092,0.144,0.144,0,0.9483002832861192,-0.15047254263670512,0,medium
M01949,36.2,91.2,26.8,0.539,0.439,0.023,1,2.5193370165745854,0.0786560716589132,1,high
M01950,164.9,158.0,168.3,0.072,0.239,0.069,0,0.9581564584596725,-0.154159318979044,0,medium
M01951,86.4,95.1,76.4,0.075,0.265,0.031,0,1.1006944444444442,-0.17644079692918663,0,low
M01952,138.6,124.0,150.2,0.034,0.211,0.03,0,0.8946608946608947,-0.13086526244728652,0,medium
M01953,151.8,136.7,145.7,0.014,0.18,0.039,0,0.9005270092226613,-0.12356739769641811,0,medium
M01954,167.2,168.8,163.2,0.068,0.342,0.02,0,1.0095693779904307,-0.14944057134803895,0,medium
M01955,39.0,73.4,33.1,0.418,0.524,0.056,1,1.8820512820512822,0.007266562474873006,1,high
M01956,123.9,131.6,124.1,0.047,0.173,0.054,0,1.0621468926553672,-0.1691794005734174,0,low
M01957,150.0,155.4,152.6,0.004,0.347,0.064,0,1.036,-0.15513478343162024,0,medium
M01958,141.9,146.1,137.4,0.058,0.136,0.043,0,1.029598308668076,-0.15385242311323427,0,medium
M01959,53.3,82.5,58.9,0.163,0.553,0.021,1,1.5478424015009382,-0.031739597697725164,0,high
M01960,93.6,167.5,99.3,0.272,0.69,0.057,1,1.7895299145299146,0.03613553957476834,1,high
M01961,130.5,133.2,123.4,0.055,0.291,0.072,0,1.0206896551724136,-0.1804145100332752,0,low
M01962,185.8,202.5,176.5,0.084,0.296,0.07,0,1.0898815931108718,-0.12289696149143003,0,medium
M01963,70.3,68.7,56.3,0.048,0.358,0.062,0,0.97724039829303,-0.15025709025812045,0,medium
M01964,73.4,74.0,78.8,0.035,0.139,0.121,0,1.008174386920981,-0.16357086913533503,0,low
M01965,61.1,54.6,55.3,0.041,0.114,0.245,0,0.8936170212765957,-0.051148391320913755,0,high
M01966,183.5,185.1,185.7,0.111,0.396,0.176,0,1.0087193460490462,-0.09831295732232276,0,high
M01967,190.7,193.2,185.3,0.014,0.372,0.207,0,1.0131095962244363,-0.08217545406719695,0,high
M01968,100.3,101.0,95.1,0.052,0.293,0.02,0,1.0069790628115654,-0.16249675460508956,0,low
M01969,65.0,56.3,59.4,0.014,0.337,0.021,0,0.8661538461538462,-0.10161228443110026,0,high
M01970,116.5,119.5,117.3,0.036,0.276,0.023,0,1.0257510729613735,-0.17185258093072342,0,low
M01971,192.1,187.8,183.6,0.007,0.337,0.095,0,0.9776158250910985,-0.11589073747536782,0,high
M01972,92.2,97.7,89.4,0.097,0.137,0.184,0,1.059652928416486,-0.1441469674786514,0,medium
M01973,115.3,237.6,119.0,0.53,0.566,0.03,1,2.0607111882046834,0.0888635452143488,1,high
M01974,154.0,158.5,148.6,0.111,0.392,0.148,0,1.0292207792207793,-0.1431470546594646,0,medium
M01975,173.3,174.7,176.8,0.102,0.165,0.058,0,1.008078476630121,-0.14541941237364459,0,medium
M01976,88.7,83.3,89.2,0.058,0.341,0.25,0,0.9391206313416008,-0.11012870422054571,0,high
M01977,105.2,109.6,108.9,0.018,0.165,0.067,0,1.0418250950570342,-0.16813024275929106,0,low
M01978,268.4,271.4,263.7,0.12,0.254,0.099,0,1.011177347242921,-0.031907528270704644,0,high
M01979,143.5,145.4,147.6,0.044,0.383,0.025,0,1.0132404181184669,-0.15970156661509327,0,low
M01980,149.0,146.6,153.8,0.029,0.365,0.067,0,0.9838926174496644,-0.16364172098178292,0,low
M01981,54.9,50.4,57.0,0.044,0.228,0.05,0,0.9180327868852459,-0.12966150922955433,0,medium
M01982,257.2,260.6,258.7,0.02,0.396,0.132,0,1.0132192846034216,-0.013618588769921058,0,high
M01983,80.5,85.7,67.7,0.004,0.374,0.143,0,1.0645962732919254,-0.1466733557917902,0,medium
M01984,65.9,85.1,63.2,0.255,0.426,0.147,1,1.291350531107739,-0.0779820345909169,0,high
M01985,86.8,79.1,90.8,0.111,0.353,0.126,0,0.9112903225806451,-0.16319196690269527,0,low
M01986,123.4,132.0,132.3,0.076,0.39,0.088,0,1.0696920583468394,-0.16072810595660736,0,low
M01987,99.3,104.7,104.2,0.045,0.358,0.083,0,1.054380664652568,-0.1766340285085939,0,low
M01988,153.8,160.2,167.8,0.021,0.215,0.02,0,1.0416124837451235,-0.13906140006487133,0,medium
M01989,77.7,59.0,82.4,0.004,0.386,0.068,0,0.7593307593307593,-0.07314729752755611,0,high
M01990,108.8,112.3,116.6,0.024,0.195,0.108,0,1.0321691176470589,-0.17634569421065088,0,low
M01991,133.7,126.9,135.7,0.079,0.168,0.038,0,0.949139865370232,-0.15778722589017263,0,low
M01992,134.9,128.7,141.7,0.1,0.338,0.164,0,0.9540400296515936,-0.15213157888129458,0,medium
M01993,111.4,200.1,105.1,0.273,0.38,0.165,1,1.7962298025134649,0.005152209569896038,1,high
M01994,74.8,70.9,68.7,0.007,0.128,0.112,0,0.947860962566845,-0.1294339823909168,0,medium
M01995,120.1,232.6,119.9,0.36,0.577,0.074,1,1.9367194004995838,0.05505109956333265,1,high
M01996,127.7,128.5,130.7,0.046,0.163,0.148,0,1.0062646828504307,-0.16795477983674867,0,low
M01997,99.4,102.8,97.9,0.077,0.189,0.049,0,1.0342052313883299,-0.1775639763110442,0,low
M01998,100.6,87.9,113.8,0.026,0.178,0.105,0,0.8737574552683898,-0.13865480486930892,0,medium
M01999,53.4,44.9,53.1,0.028,0.35,0.067,0,0.8408239700374531,-0.10953217853251956,0,high
M02000,57.2,66.3,55.7,0.011,0.303,0.048,0,1.159090909090909,-0.12644236258460478,0,medium
M02001,56.3,137.9,50.6,0.517,0.62,0.104,1,2.449378330373002,0.06514779665257031,1,high
M02002,162.9,155.3,159.6,0.061,0.31,0.02,0,0.9533456108041743,-0.13943886638893643,0,medium
M02003,109.1,108.6,108.1,0.072,0.333,0.106,0,0.995417048579285,-0.18679749913179772,0,low
M02004,86.1,88.4,78.1,0.079,0.188,0.125,0,1.0267131242741,-0.1795925804691354,0,low
M02005,106.8,101.5,113.4,0.012,0.127,0.11,0,0.950374531835206,-0.14179641390756448,0,medium
M02006,97.4,102.8,114.7,0.02,0.11,0.02,0,1.055441478439425,-0.12204901898220832,0,high
M02007,29.0,34.3,34.0,0.01,0.386,0.158,0,1.182758620689655,-0.045564835553891125,0,high
M02008,89.3,94.9,87.5,0.03,0.225,0.026,0,1.0627099664053752,-0.17089412856306846,0,low
M02009,119.2,123.1,109.9,0.064,0.306,0.1,0,1.032718120805369,-0.18064894809022375,0,low
M02010,159.9,163.4,161.7,0.005,0.318,0.117,0,1.0218886804252658,-0.14655094272092045,0,medium
M02011,181.3,194.2,180.8,0.076,0.12,0.179,0,1.0711527854384997,-0.09333487796373174,0,high
M02012,83.3,86.1,70.3,0.046,0.398,0.14,0,1.0336134453781511,-0.1583964827000997,0,low
M02013,167.9,178.4,171.4,0.051,0.353,0.045,0,1.0625372245384157,-0.14164257956962328,0,medium
M02014,174.1,181.6,175.4,0.019,0.376,0.091,0,1.0430786904078115,-0.13640738536914632,0,medium
M02015,59.3,60.1,53.8,0.037,0.313,0.06,0,1.0134907251264755,-0.1466391603329198,0,medium
M02016,165.0,170.7,163.2,0.106,0.379,0.074,0,1.0345454545454544,-0.1490437528749426,0,medium
M02017,170.7,175.5,171.5,0.019,0.243,0.081,0,1.0281195079086116,-0.1575731861556171,0,low
M02018,113.8,120.3,113.1,0.08,0.296,0.028,0,1.0571177504393674,-0.17492482946167792,0,low
M02019,118.8,127.0,123.8,0.106,0.194,0.097,0,1.069023569023569,-0.16326332177404557,0,low
M02020,217.3,215.6,207.6,0.12,0.203,0.13,0,0.9921767142199723,-0.0924452478477204,0,high
M02021,145.5,145.3,147.0,0.071,0.188,0.172,0,0.9986254295532647,-0.1617557285340629,0,low
M02022,159.3,163.1,158.4,0.12,0.249,0.12,0,1.0238543628374135,-0.15560975068955235,0,medium
M02023,173.4,185.3,164.1,0.02,0.223,0.342,0,1.0686274509803921,-0.031222824085192613,0,high
M02024,210.2,222.7,208.8,0.083,0.257,0.056,0,1.0594671741198858,-0.10116873530727433,0,high
M02025,155.0,142.7,149.4,0.092,0.159,0.02,0,0.9206451612903225,-0.12230795004964506,0,medium
M02026,71.1,69.3,74.7,0.103,0.251,0.139,0,0.9746835443037976,-0.16856936614952372,0,low
M02027,172.2,184.7,178.3,0.025,0.355,0.095,0,1.0725900116144018,-0.13617798759355365,0,medium
M02028,145.5,144.6,147.0,0.095,0.366,0.166,0,0.9938144329896906,-0.16186307717763743,0,low
M02029,47.4,41.7,42.7,0.018,0.354,0.04,0,0.8797468354430381,-0.08089114203892678,0,high
M02030,98.7,97.3,97.2,0.057,0.261,0.043,0,0.9858156028368794,-0.1722957344764885,0,low
M02031,101.1,102.0,105.9,0.105,0.164,0.168,0,1.0089020771513353,-0.15075385632042476,0,medium
M02032,60.7,65.1,60.9,0.09,0.248,0.037,0,1.072487644151565,-0.1539626291329601,0,medium
M02033,120.2,123.4,132.5,0.056,0.113,0.03,0,1.026622296173045,-0.1507014722715302,0,medium
M02034,187.5,201.0,189.9,0.046,0.352,0.02,0,1.072,-0.09552669589746599,0,high
M02035,41.8,104.0,37.0,0.194,0.579,0.061,1,2.488038277511962,0.039652538520556724,1,high
M02036,146.7,154.5,143.5,0.065,0.327,0.211,0,1.0531697341513293,-0.15048143972921446,0,medium
M02037,84.4,88.9,82.8,0.003,0.242,0.062,0,1.0533175355450237,-0.15515685269450696,0,medium
M02038,41.1,41.4,58.0,0.016,0.359,0.039,0,1.0072992700729926,-0.10758571262747746,0,high
M02039,123.6,119.9,128.5,0.036,0.375,0.164,0,0.9700647249190939,-0.15243029389044443,0,medium
M02040,178.2,185.0,173.0,0.058,0.128,0.144,0,1.0381593714927049,-0.13479401824254217,0,medium
M02041,63.6,92.2,61.7,0.382,0.432,0.085,1,1.449685534591195,-0.06164969808657739,0,high
M02042,176.2,179.2,162.2,0.075,0.296,0.059,0,1.0170261066969353,-0.16093635261294265,0,low
M02043,227.9,231.5,223.0,0.034,0.145,0.276,0,1.0157964019306713,-0.001830768011130135,0,high
M02044,147.6,139.1,149.4,0.082,0.319,0.137,0,0.9424119241192412,-0.1574375048923098,0,low
M02045,117.8,114.8,117.6,0.07,0.39,0.084,0,0.9745331069609507,-0.1668751744406422,0,low
M02046,111.3,110.7,107.5,0.052,0.205,0.032,0,0.9946091644204852,-0.17132970142247916,0,low
M02047,83.8,96.3,84.6,0.095,0.379,0.123,0,1.1491646778042959,-0.17585079376288093,0,low
M02048,100.5,216.0,111.0,0.369,0.606,0.096,1,2.1492537313432836,0.06024749161213239,1,high
M02049,122.2,126.6,125.0,0.081,0.138,0.237,0,1.0360065466448445,-0.11136952361423769,0,high
M02050,120.4,177.8,118.7,0.433,0.558,0.059,1,1.4767441860465116,0.0017668176700207372,1,high
M02051,107.1,112.0,99.3,0.091,0.177,0.153,0,1.0457516339869282,-0.17258704144302972,0,low
M02052,164.4,171.5,175.6,0.113,0.366,0.022,0,1.0431873479318734,-0.1295525967429345,0,medium
M02053,160.2,163.2,155.6,0.027,0.243,0.029,0,1.0187265917602997,-0.16479770508643626,0,low
M02054,116.3,125.5,108.5,0.116,0.34,0.039,0,1.0791057609630266,-0.15732749671659046,0,low
M02055,198.0,193.7,217.9,0.001,0.297,0.073,0,0.9782828282828282,-0.09909155031768896,0,high
M02056,293.5,286.4,306.3,0.008,0.314,0.036,0,0.9758091993185689,0.03477639899235485,1,high
M02057,29.5,26.8,37.5,0.111,0.27,0.079,0,0.9084745762711864,-0.06359045715478628,0,high
M02058,305.2,295.4,299.1,0.056,0.279,0.043,0,0.9678899082568807,0.023801838073343018,1,high
M02059,125.4,128.3,126.4,0.097,0.223,0.094,0,1.0231259968102073,-0.17565438537169809,0,low
M02060,90.1,88.2,101.8,0.032,0.367,0.12,0,0.9789123196448392,-0.16985972344326522,0,low
M02061,112.2,118.2,102.5,0.114,0.175,0.085,0,1.053475935828877,-0.16756980014712608,0,low
M02062,124.0,118.3,123.9,0.015,0.269,0.131,0,0.9540322580645161,-0.16045204521438677,0,low
M02063,93.7,175.4,90.3,0.431,0.479,0.087,1,1.871931696905016,-0.005544718203520649,0,high
M02064,86.5,91.8,93.5,0.116,0.33,0.059,0,1.061271676300578,-0.1756879490045264,0,low
M02065,353.4,361.6,359.7,0.106,0.225,0.115,0,1.023203169213356,0.04207355290799908,1,high
M02066,91.9,90.2,77.1,0.055,0.359,0.109,0,0.9815016322089227,-0.17308564204040489,0,low
M02067,82.6,97.5,76.6,0.04,0.178,0.091,0,1.1803874092009685,-0.1593418370535747,0,low
M02068,50.7,53.4,51.9,0.01,0.263,0.081,0,1.0532544378698223,-0.12707657544085738,0,medium
M02069,120.3,123.1,118.6,0.089,0.139,0.042,0,1.0232751454696591,-0.16222591887420412,0,low
M02070,153.4,153.3,149.0,0.093,0.367,0.073,0,0.9993481095176011,-0.1688555587254239,0,low
M02071,161.1,163.4,158.4,0.054,0.199,0.35,0,1.0142768466790815,-0.039215483738023416,0,high
M02072,74.1,76.5,74.9,0.065,0.391,0.122,0,1.0323886639676114,-0.16644910604738666,0,low
M02073,140.4,148.3,145.6,0.075,0.194,0.08,0,1.0562678062678064,-0.17748242236644407,0,low
M02074,110.0,113.8,120.7,0.001,0.21,0.057,0,1.0345454545454544,-0.1488539601675684,0,medium
M02075,196.6,200.6,207.7,0.057,0.171,0.12,0,1.0203458799593081,-0.1354790979288784,0,medium
M02076,87.0,84.3,82.9,0.023,0.389,0.089,0,0.9689655172413792,-0.16097653228380354,0,low
M02077,94.4,91.1,94.2,0.045,0.381,0.101,0,0.9650423728813559,-0.17342989098574968,0,low
M02078,161.0,166.5,158.3,0.03,0.202,0.108,0,1.0341614906832297,-0.16383232718125268,0,low
M02079,81.5,84.7,90.8,0.027,0.289,0.06,0,1.0392638036809816,-0.17689103614659268,0,low
M02080,127.4,126.3,123.2,0.073,0.199,0.095,0,0.9913657770800627,-0.18053340550914748,0,low
M02081,280.5,271.5,276.7,0.01,0.136,0.088,0,0.9679144385026738,0.016086952289120826,1,high
M02082,113.6,118.6,119.9,0.024,0.106,0.077,0,1.0440140845070423,-0.1477532704620601,0,medium
M02083,179.3,191.2,179.0,0.094,0.239,0.087,0,1.0663692136084773,-0.14904705830407056,0,medium
M02084,141.2,140.1,133.0,0.035,0.257,0.232,0,0.9922096317280453,-0.11261634467871035,0,high
M02085,101.2,96.4,90.3,0.048,0.304,0.058,0,0.9525691699604744,-0.17527720007019537,0,low
M02086,66.9,66.7,73.2,0.088,0.278,0.121,0,0.9970104633781763,-0.1774395627303807,0,low
M02087,49.9,49.4,55.5,0.02,0.379,0.02,0,0.9899799599198397,-0.10015219628453159,0,high
M02088,93.6,88.9,89.8,0.05,0.322,0.255,0,0.9497863247863249,-0.10730191249604876,0,high
M02089,131.2,132.5,120.5,0.079,0.365,0.07,0,1.009908536585366,-0.17587747301721102,0,low
M02090,123.2,124.4,131.6,0.104,0.235,0.136,0,1.0097402597402598,-0.17595570553259238,0,low
M02091,108.9,107.7,115.9,0.05,0.306,0.116,0,0.9889807162534435,-0.18015067665339562,0,low
M02092,179.1,186.8,168.2,0.029,0.365,0.072,0,1.0429927414852038,-0.13658124175292624,0,medium
M02093,54.2,107.6,53.1,0.446,0.493,0.165,1,1.9852398523985237,0.0031316914089923875,1,high
M02094,363.0,372.5,352.2,0.096,0.307,0.1,0,1.0261707988980717,0.05062188595118111,1,high
M02095,172.3,175.8,165.5,0.073,0.169,0.109,0,1.02031340684852,-0.15740375523519978,0,low
M02096,180.7,182.1,186.2,0.011,0.354,0.13,0,1.007747648035418,-0.1269248194737374,0,medium
M02097,283.3,276.1,280.2,0.043,0.12,0.055,0,0.9745852453229792,-0.0037708113704872925,0,high
M02098,80.1,64.8,83.5,0.104,0.206,0.345,0,0.8089887640449438,-0.010237268706717706,0,high
M02099,151.7,139.4,162.1,0.089,0.3,0.132,0,0.918918918918919,-0.13636655715415624,0,medium
M02100,61.4,59.7,63.7,0.008,0.375,0.048,0,0.972312703583062,-0.12957097909895993,0,medium
M02101,124.0,120.1,125.3,0.108,0.238,0.171,0,0.9685483870967742,-0.15186274027108315,0,medium
M02102,159.1,157.4,158.8,0.092,0.105,0.197,0,0.9893148962916406,-0.09622914704792856,0,high
M02103,155.2,163.0,166.7,0.095,0.255,0.02,0,1.050257731958763,-0.14970779703653436,0,medium
M02104,122.4,119.9,129.6,0.097,0.378,0.142,0,0.9795751633986928,-0.16063392583477187,0,low
M02105,120.3,128.6,110.7,0.038,0.399,0.138,0,1.0689941812136325,-0.14635586691218438,0,medium
M02106,128.8,130.8,114.6,0.027,0.122,0.111,0,1.015527950310559,-0.1576152338884671,0,low
M02107,134.0,143.4,131.6,0.036,0.393,0.073,0,1.0701492537313433,-0.15367441572407364,0,medium
M02108,83.9,92.4,91.5,0.077,0.216,0.059,0,1.101311084624553,-0.18495539039513453,0,low
M02109,119.1,108.7,111.3,0.007,0.237,0.022,0,0.9126784214945425,-0.12559051841828378,0,medium
M02110,158.4,166.1,155.7,0.083,0.185,0.06,0,1.048611111111111,-0.1636402633872575,0,low
M02111,57.2,66.8,62.9,0.01,0.392,0.02,0,1.1678321678321677,-0.10430578298425747,0,high
M02112,97.3,148.0,89.3,0.269,0.686,0.066,1,1.5210688591983557,0.0075827043030241015,1,high
